<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.01.02	12:05:00	107630	107645	107520	107565	22226	58654	5
2023.01.02	12:10:00	107555	107745	107555	107730	26585	68269	5
2023.01.02	12:15:00	107735	107755	107600	107660	20608	59814	5
2023.01.02	12:20:00	107660	107775	107570	107745	30453	81446	5
2023.01.02	12:25:00	107745	107790	107715	107745	16765	41934	5
2023.01.02	12:30:00	107745	107785	107660	107780	23591	64247	5
2023.01.02	12:35:00	107780	107800	107725	107775	14572	38086	5
2023.01.02	12:40:00	107775	107795	107745	107775	10359	31064	5
2023.01.02	12:45:00	107775	107850	107755	107850	17881	49998	5
2023.01.02	12:50:00	107845	107915	107815	107880	23166	64378	5
2023.01.02	12:55:00	107880	108030	107865	108000	30096	82879	5
2023.01.02	13:00:00	108005	108020	107835	107930	31966	89014	5
2023.01.02	13:05:00	107935	108225	107930	108135	49046	132373	5
2023.01.02	13:10:00	108135	108175	107865	107890	43280	109285	5
2023.01.02	13:15:00	107885	107945	107820	107935	28099	70449	5
2023.01.02	13:20:00	107935	107975	107860	107875	24293	62963	5
2023.01.02	13:25:00	107880	107925	107835	107925	14732	38639	5
2023.01.02	13:30:00	107925	107945	107645	107735	47706	126549	5
2023.01.02	13:35:00	107730	107795	107680	107730	20566	53716	5
2023.01.02	13:40:00	107725	107770	107660	107760	19044	51513	5
2023.01.02	13:45:00	107755	107785	107690	107735	14532	40776	5
2023.01.02	13:50:00	107735	107775	107690	107730	14947	42957	5
2023.01.02	13:55:00	107730	107745	107680	107710	11145	30767	5
2023.01.02	14:00:00	107705	107735	107485	107520	37573	98851	5
2023.01.02	14:05:00	107520	107645	107440	107570	34547	90873	5
2023.01.02	14:10:00	107570	107670	107540	107615	20291	56069	5
2023.01.02	14:15:00	107620	107685	107595	107650	16325	47778	5
2023.01.02	14:20:00	107650	107680	107530	107655	25320	68181	5
2023.01.02	14:25:00	107660	107960	107585	107890	39835	103774	5
2023.01.02	14:30:00	107890	107930	107705	107765	37976	102579	5
2023.01.02	14:35:00	107760	107880	107750	107830	22426	61972	5
2023.01.02	14:40:00	107825	107840	107665	107745	26982	73414	5
2023.01.02	14:45:00	107745	107760	107620	107635	22525	63022	5
2023.01.02	14:50:00	107635	107640	107515	107550	31807	89311	5
2023.01.02	14:55:00	107550	107630	107520	107585	22127	61407	5
2023.01.02	15:00:00	107590	107605	107320	107510	53043	146625	5
2023.01.02	15:05:00	107505	107560	107430	107495	23214	63005	5
2023.01.02	15:10:00	107500	107545	107440	107505	20162	57246	5
2023.01.02	15:15:00	107505	107670	107495	107605	33775	89205	5
2023.01.02	15:20:00	107600	107725	107600	107665	29827	79114	5
2023.01.02	15:25:00	107665	107735	107625	107725	17428	52301	5
2023.01.02	15:30:00	107720	107765	107540	107595	35592	94275	5
2023.01.02	15:35:00	107595	107645	107560	107610	18689	52004	5
2023.01.02	15:40:00	107615	107680	107595	107660	14894	42247	5
2023.01.02	15:45:00	107660	107710	107605	107620	17425	49555	5
2023.01.02	15:50:00	107625	107640	107435	107545	40023	104670	5
2023.01.02	15:55:00	107545	107560	107485	107555	14978	41263	5
2023.01.02	16:00:00	107550	107570	107410	107525	29449	85002	5
2023.01.02	16:05:00	107530	107555	107470	107475	15809	46023	5
2023.01.02	16:10:00	107475	107545	107465	107510	10650	28818	5
2023.01.02	16:15:00	107510	107535	107480	107510	10268	27652	5
2023.01.02	16:20:00	107515	107625	107490	107595	23227	61632	5
2023.01.02	16:25:00	107590	107860	107585	107740	46689	119078	5
2023.01.02	16:30:00	107740	107835	107635	107780	37845	97760	5
2023.01.02	16:35:00	107780	107900	107745	107795	36499	98091	5
2023.01.02	16:40:00	107800	107855	107720	107770	18377	48751	5
2023.01.02	16:45:00	107765	107795	107705	107750	18044	48487	5
2023.01.02	16:50:00	107745	107920	107745	107785	33165	89584	5
2023.01.02	16:55:00	107790	107820	107725	107780	17754	50115	5
2023.01.02	17:00:00	107785	107785	107655	107685	23895	66936	5
2023.01.02	17:05:00	107680	107710	107530	107535	24580	67559	5
2023.01.02	17:10:00	107530	107590	107500	107535	22168	63041	5
2023.01.02	17:15:00	107540	107615	107515	107555	15517	39580	5
2023.01.02	17:20:00	107550	107715	107545	107645	24068	66587	5
2023.01.02	17:25:00	107640	107725	107600	107665	26933	81386	5
2023.01.02	17:30:00	107665	107700	107560	107620	19062	57142	5
2023.01.02	17:35:00	107620	107700	107585	107700	15260	43775	5
2023.01.02	17:40:00	107700	107705	107610	107685	15952	49757	5
2023.01.02	17:45:00	107685	107780	107675	107720	23685	70123	5
2023.01.02	17:50:00	107725	107780	107685	107715	15120	39651	5
2023.01.02	17:55:00	107715	107750	107620	107715	18090	54359	5
2023.01.02	18:00:00	107710	107745	107640	107720	12230	46372	5
2023.01.02	18:05:00	107725	107770	107665	107700	10052	37977	5
2023.01.02	18:10:00	107695	107730	107650	107725	8275	31738	5
2023.01.02	18:15:00	107725	107750	107635	107680	10118	37347	5
2023.01.02	18:20:00	107670	107680	107400	107400	6526	27443	5
2023.01.03	09:00:00	107950	108045	107290	107615	129003	265590	5
2023.01.03	09:05:00	107620	107655	107400	107550	64664	159144	5
2023.01.03	09:10:00	107550	107620	107225	107520	79717	206306	5
2023.01.03	09:15:00	107525	107545	107060	107105	95264	249168	5
2023.01.03	09:20:00	107110	107275	107005	107165	77605	196450	5
2023.01.03	09:25:00	107165	107360	107050	107350	86548	236734	5
2023.01.03	09:30:00	107345	107655	107325	107530	88540	245598	5
2023.01.03	09:35:00	107535	107690	107490	107600	54454	144611	5
2023.01.03	09:40:00	107595	107690	107510	107565	50655	136482	5
2023.01.03	09:45:00	107565	107635	107430	107525	60500	173070	5
2023.01.03	09:50:00	107520	107745	107435	107475	78587	224065	5
2023.01.03	09:55:00	107475	107615	107300	107555	87829	239471	5
2023.01.03	10:00:00	107555	107830	107525	107825	95778	264379	5
2023.01.03	10:05:00	107820	107890	107525	107565	96169	255479	5
2023.01.03	10:10:00	107565	107685	107230	107285	119005	321590	5
2023.01.03	10:15:00	107285	107360	107085	107310	95968	244007	5
2023.01.03	10:20:00	107310	107420	106855	107195	127871	346121	5
2023.01.03	10:25:00	107195	107330	106915	106935	77621	199954	5
2023.01.03	10:30:00	106935	107045	106735	106785	107062	281415	5
2023.01.03	10:35:00	106790	107100	106710	106880	90291	244321	5
2023.01.03	10:40:00	106880	107050	106505	106980	122996	334199	5
2023.01.03	10:45:00	106975	107075	106720	107020	76356	209188	5
2023.01.03	10:50:00	107025	107120	106810	107010	79261	215988	5
2023.01.03	10:55:00	107010	107190	106920	107025	60821	157960	5
2023.01.03	11:00:00	107030	107135	106840	106890	60317	164400	5
2023.01.03	11:05:00	106895	106900	106560	106875	85673	239469	5
2023.01.03	11:10:00	106880	106975	106480	106640	86776	243071	5
2023.01.03	11:15:00	106635	106920	106610	106895	51464	145751	5
2023.01.03	11:20:00	106895	107120	106885	107010	59559	172024	5
2023.01.03	11:25:00	107010	107265	107010	107105	60615	174811	5
2023.01.03	11:30:00	107110	107475	107085	107425	100590	282116	5
2023.01.03	11:35:00	107430	107475	107030	107415	100076	287603	5
2023.01.03	11:40:00	107415	107780	107385	107605	94931	281229	5
2023.01.03	11:45:00	107605	107700	107470	107570	75051	215372	5
2023.01.03	11:50:00	107570	107745	107525	107570	64155	187992	5
2023.01.03	11:55:00	107570	107600	107305	107305	58764	174310	5
2023.01.03	12:00:00	107305	107465	107220	107245	61983	185340	5
2023.01.03	12:05:00	107250	107315	107085	107155	52527	154098	5
2023.01.03	12:10:00	107150	107185	106960	106970	57666	168699	5
2023.01.03	12:15:00	106970	107075	106765	106840	70497	209028	5
2023.01.03	12:20:00	106835	106945	106760	106880	49604	143622	5
2023.01.03	12:25:00	106875	106935	106710	106925	50927	153132	5
2023.01.03	12:30:00	106920	106925	106730	106870	43104	124819	5
2023.01.03	12:35:00	106870	107115	106860	107050	48540	141384	5
2023.01.03	12:40:00	107050	107255	107000	107185	45414	137362	5
2023.01.03	12:45:00	107185	107280	107060	107265	45335	137884	5
2023.01.03	12:50:00	107265	107375	107195	107215	44669	138123	5
2023.01.03	12:55:00	107215	107420	107190	107395	43075	129468	5
2023.01.03	13:00:00	107390	107525	107315	107390	52113	155738	5
2023.01.03	13:05:00	107390	107420	107090	107120	45083	130565	5
2023.01.03	13:10:00	107120	107195	107005	107080	52156	152398	5
2023.01.03	13:15:00	107075	107090	106930	106980	42818	130342	5
2023.01.03	13:20:00	106985	106990	106810	106885	42244	129463	5
2023.01.03	13:25:00	106885	106925	106800	106905	31949	95570	5
2023.01.03	13:30:00	106900	106915	106640	106655	48178	148799	5
2023.01.03	13:35:00	106650	106730	106420	106705	66789	217345	5
2023.01.03	13:40:00	106700	106770	106590	106725	42020	124244	5
2023.01.03	13:45:00	106720	106815	106610	106810	36641	109025	5
2023.01.03	13:50:00	106800	106835	106705	106785	35658	108231	5
2023.01.03	13:55:00	106785	106785	106510	106595	54588	170705	5
2023.01.03	14:00:00	106600	106705	106560	106655	34345	103067	5
2023.01.03	14:05:00	106650	106745	106595	106705	30042	92590	5
2023.01.03	14:10:00	106710	106745	106525	106565	38789	124735	5
2023.01.03	14:15:00	106565	106800	106460	106705	59563	190119	5
2023.01.03	14:20:00	106705	106895	106705	106830	39586	134646	5
2023.01.03	14:25:00	106830	107025	106800	106980	39909	128764	5
2023.01.03	14:30:00	106980	107145	106930	107115	41699	131065	5
2023.01.03	14:35:00	107120	107125	106850	106850	47328	155076	5
2023.01.03	14:40:00	106850	106870	106575	106600	52220	162294	5
2023.01.03	14:45:00	106600	106610	106285	106310	67271	232193	5
2023.01.03	14:50:00	106315	106520	106300	106510	44726	144376	5
2023.01.03	14:55:00	106510	106610	106405	106580	40092	125675	5
2023.01.03	15:00:00	106575	106635	106475	106610	36119	113429	5
2023.01.03	15:05:00	106605	106680	106565	106585	27631	88804	5
2023.01.03	15:10:00	106585	106730	106560	106675	34869	114863	5
2023.01.03	15:15:00	106675	106760	106620	106700	27977	91025	5
2023.01.03	15:20:00	106695	106775	106635	106705	28832	96002	5
2023.01.03	15:25:00	106705	106780	106670	106710	25455	89268	5
2023.01.03	15:30:00	106715	106735	106610	106670	26520	88926	5
2023.01.03	15:35:00	106670	106865	106635	106670	44366	143101	5
2023.01.03	15:40:00	106665	106765	106625	106735	28479	93943	5
2023.01.03	15:45:00	106735	106765	106615	106705	30536	97096	5
2023.01.03	15:50:00	106700	106735	106565	106720	34072	109621	5
2023.01.03	15:55:00	106725	106750	106610	106630	29274	96646	5
2023.01.03	16:00:00	106625	106680	106570	106615	25742	80538	5
2023.01.03	16:05:00	106620	106660	106500	106540	31362	101282	5
2023.01.03	16:10:00	106535	106595	106445	106560	34112	115529	5
2023.01.03	16:15:00	106560	106600	106515	106560	17384	58337	5
2023.01.03	16:20:00	106555	106560	106175	106195	59255	205874	5
2023.01.03	16:25:00	106195	106355	106150	106335	45024	146774	5
2023.01.03	16:30:00	106340	106355	106055	106140	48163	162234	5
2023.01.03	16:35:00	106135	106165	105915	105980	46218	150781	5
2023.01.03	16:40:00	105975	106035	105835	106025	39960	138652	5
2023.01.03	16:45:00	106020	106180	106005	106165	44538	158740	5
2023.01.03	16:50:00	106170	106170	105950	106005	34730	116040	5
2023.01.03	16:55:00	106010	106030	105760	105780	39740	141633	5
2023.01.03	17:00:00	105780	105885	105695	105815	45727	171979	5
2023.01.03	17:05:00	105815	105845	105605	105685	34699	127833	5
2023.01.03	17:10:00	105690	105750	105445	105540	49289	185382	5
2023.01.03	17:15:00	105535	105620	105500	105525	23194	81068	5
2023.01.03	17:20:00	105520	105565	105175	105270	52707	189989	5
2023.01.03	17:25:00	105270	105370	105215	105315	26445	92825	5
2023.01.03	17:30:00	105315	105460	105300	105420	28063	102597	5
2023.01.03	17:35:00	105420	105435	105330	105370	18600	66495	5
2023.01.03	17:40:00	105365	105720	105350	105655	39205	147013	5
2023.01.03	17:45:00	105660	105670	105220	105290	44949	174354	5
2023.01.03	17:50:00	105285	105400	105140	105350	30729	100409	5
2023.01.03	17:55:00	105355	105365	105225	105320	26481	82278	5
2023.01.03	18:00:00	105320	105480	105240	105450	24352	72895	5
2023.01.03	18:05:00	105445	105480	105180	105240	24901	73847	5
2023.01.03	18:10:00	105235	105265	104970	105080	25620	79176	5
2023.01.03	18:15:00	105075	105140	104975	105030	18730	51781	5
2023.01.03	18:20:00	105035	105090	104970	105000	11466	37882	5
2023.01.04	09:00:00	105550	105925	105510	105585	82099	189318	5
2023.01.04	09:05:00	105590	105750	105425	105710	100470	238764	5
2023.01.04	09:10:00	105710	105730	105555	105665	45400	113712	5
2023.01.04	09:15:00	105665	105850	105580	105835	64865	158743	5
2023.01.04	09:20:00	105830	105850	105525	105560	54755	138511	5
2023.01.04	09:25:00	105560	105750	105460	105640	58942	144289	5
2023.01.04	09:30:00	105640	105745	105615	105650	35055	89420	5
2023.01.04	09:35:00	105645	105710	105505	105710	55974	145033	5
2023.01.04	09:40:00	105705	105775	105640	105745	42599	110460	5
2023.01.04	09:45:00	105740	105775	105630	105705	36436	93991	5
2023.01.04	09:50:00	105705	105880	105640	105805	44704	117431	5
2023.01.04	09:55:00	105805	105855	105645	105780	54209	139255	5
2023.01.04	10:00:00	105775	106020	105695	105770	89727	244140	5
2023.01.04	10:05:00	105775	105960	105665	105685	87894	235212	5
2023.01.04	10:10:00	105690	105820	105580	105640	74621	190515	5
2023.01.04	10:15:00	105645	105805	105455	105640	104542	278012	5
2023.01.04	10:20:00	105640	106090	105565	106025	117780	325246	5
2023.01.04	10:25:00	106025	106200	105920	106095	124349	330129	5
2023.01.04	10:30:00	106090	106300	105930	106255	102994	286187	5
2023.01.04	10:35:00	106255	106265	105970	106170	75672	199948	5
2023.01.04	10:40:00	106170	106170	105880	106065	75266	198974	5
2023.01.04	10:45:00	106065	106145	105945	106110	59668	155908	5
2023.01.04	10:50:00	106110	106190	105740	105745	91288	236635	5
2023.01.04	10:55:00	105745	105960	105720	105835	69728	185928	5
2023.01.04	11:00:00	105840	105845	105480	105565	100832	283966	5
2023.01.04	11:05:00	105570	105755	105525	105740	61194	174274	5
2023.01.04	11:10:00	105735	105750	105345	105455	97960	279711	5
2023.01.04	11:15:00	105455	105640	105265	105515	101746	277884	5
2023.01.04	11:20:00	105510	105705	105360	105415	82047	220978	5
2023.01.04	11:25:00	105420	105625	105415	105585	54578	150492	5
2023.01.04	11:30:00	105585	105780	105465	105635	83391	253575	5
2023.01.04	11:35:00	105635	105745	105450	105695	68061	199276	5
2023.01.04	11:40:00	105690	105840	105630	105705	68900	212190	5
2023.01.04	11:45:00	105710	105880	105710	105870	58177	178148	5
2023.01.04	11:50:00	105870	105975	105825	105895	57136	166399	5
2023.01.04	11:55:00	105895	105935	105650	105735	53130	150328	5
2023.01.04	12:00:00	105730	105935	105600	105650	83954	249194	5
2023.01.04	12:05:00	105650	105680	105285	105325	86972	262847	5
2023.01.04	12:10:00	105330	105395	105150	105355	93153	282313	5
2023.01.04	12:15:00	105350	105650	105280	105545	78798	234898	5
2023.01.04	12:20:00	105545	105695	105455	105670	63737	183719	5
2023.01.04	12:25:00	105675	105850	105580	105845	50881	145767	5
2023.01.04	12:30:00	105845	105900	105755	105855	54330	164843	5
2023.01.04	12:35:00	105855	106125	105825	106050	62798	188041	5
2023.01.04	12:40:00	106050	106090	105900	105935	49100	139960	5
2023.01.04	12:45:00	105940	105990	105735	105755	49887	152290	5
2023.01.04	12:50:00	105760	105875	105650	105775	60518	189579	5
2023.01.04	12:55:00	105780	106175	105760	106170	60349	195059	5
2023.01.04	13:00:00	106170	106640	106160	106265	135318	439444	5
2023.01.04	13:05:00	106270	106690	106180	106670	81941	233798	5
2023.01.04	13:10:00	106675	107070	106640	106930	96353	288665	5
2023.01.04	13:15:00	106930	106995	106655	106685	68767	206621	5
2023.01.04	13:20:00	106685	106710	106350	106410	70316	218149	5
2023.01.04	13:25:00	106410	106595	106345	106580	43144	115605	5
2023.01.04	13:30:00	106585	106670	106500	106530	44778	126572	5
2023.01.04	13:35:00	106540	106555	106375	106430	38452	107188	5
2023.01.04	13:40:00	106425	106475	106320	106360	37329	112785	5
2023.01.04	13:45:00	106365	106465	106260	106445	44844	142187	5
2023.01.04	13:50:00	106450	106480	106330	106390	35116	117563	5
2023.01.04	13:55:00	106395	106520	106315	106475	34893	118736	5
2023.01.04	14:00:00	106475	106775	106450	106730	52497	179026	5
2023.01.04	14:05:00	106730	106810	106605	106770	54876	176966	5
2023.01.04	14:10:00	106770	106785	106600	106605	36146	122063	5
2023.01.04	14:15:00	106600	106895	106495	106655	68929	219916	5
2023.01.04	14:20:00	106655	106820	106610	106690	41237	121422	5
2023.01.04	14:25:00	106690	106735	106635	106660	20479	65709	5
2023.01.04	14:30:00	106655	106725	106555	106670	34604	107858	5
2023.01.04	14:35:00	106670	106725	106505	106710	41497	132680	5
2023.01.04	14:40:00	106710	107010	106630	106980	50692	161330	5
2023.01.04	14:45:00	106985	107020	106825	106875	49484	150293	5
2023.01.04	14:50:00	106875	106915	106675	106820	43558	128746	5
2023.01.04	14:55:00	106820	106950	106750	106905	41345	129456	5
2023.01.04	15:00:00	106905	106905	106645	106880	51612	166100	5
2023.01.04	15:05:00	106880	106890	106780	106790	26711	81027	5
2023.01.04	15:10:00	106795	106820	106685	106750	28170	91347	5
2023.01.04	15:15:00	106750	106840	106680	106780	33673	102088	5
2023.01.04	15:20:00	106785	106805	106610	106680	31399	98456	5
2023.01.04	15:25:00	106680	106780	106625	106695	33613	104082	5
2023.01.04	15:30:00	106695	106750	106650	106730	21090	63377	5
2023.01.04	15:35:00	106730	106815	106675	106675	31000	94755	5
2023.01.04	15:40:00	106675	106720	106610	106630	26142	81549	5
2023.01.04	15:45:00	106630	106905	106620	106870	36442	116477	5
2023.01.04	15:50:00	106875	106925	106775	106795	31393	98493	5
2023.01.04	15:55:00	106795	107050	106725	106845	51986	144720	5
2023.01.04	16:00:00	106840	106970	106555	106685	79154	220298	5
2023.01.04	16:05:00	106680	106870	106635	106685	54140	154362	5
2023.01.04	16:10:00	106680	106705	106510	106555	45893	139617	5
2023.01.04	16:15:00	106555	106770	106545	106745	48846	154951	5
2023.01.04	16:20:00	106745	106760	106530	106595	36923	113196	5
2023.01.04	16:25:00	106595	106600	106155	106175	78413	262751	5
2023.01.04	16:30:00	106175	106365	106125	106325	45916	158598	5
2023.01.04	16:35:00	106325	106490	106285	106460	31572	99814	5
2023.01.04	16:40:00	106460	106565	106380	106470	39291	131609	5
2023.01.04	16:45:00	106470	106650	106440	106625	37904	120828	5
2023.01.04	16:50:00	106625	106775	106570	106755	39864	130272	5
2023.01.04	16:55:00	106750	106935	106730	106825	44546	145663	5
2023.01.04	17:00:00	106825	106835	106660	106765	39897	135408	5
2023.01.04	17:05:00	106760	106800	106600	106660	31011	98508	5
2023.01.04	17:10:00	106660	106735	106555	106700	36200	121750	5
2023.01.04	17:15:00	106695	106700	106545	106600	24385	78870	5
2023.01.04	17:20:00	106595	106740	106500	106725	42180	142069	5
2023.01.04	17:25:00	106725	106840	106685	106725	34900	117932	5
2023.01.04	17:30:00	106725	106725	106595	106675	29403	93605	5
2023.01.04	17:35:00	106670	106680	106540	106570	23864	77411	5
2023.01.04	17:40:00	106570	106575	106475	106515	23746	77658	5
2023.01.04	17:45:00	106510	106645	106495	106630	22925	77721	5
2023.01.04	17:50:00	106630	106680	106585	106615	18327	61979	5
2023.01.04	17:55:00	106615	106830	106570	106755	25924	85562	5
2023.01.04	18:00:00	106760	106820	106705	106745	15223	45464	5
2023.01.04	18:05:00	106745	106805	106660	106755	15763	47704	5
2023.01.04	18:10:00	106755	106875	106740	106795	16351	47999	5
2023.01.04	18:15:00	106795	106880	106780	106845	10249	29179	5
2023.01.04	18:20:00	106845	106870	106770	106870	6324	21339	5
2023.01.05	09:00:00	107280	107450	107125	107160	70176	155661	5
2023.01.05	09:05:00	107160	107370	107140	107195	42373	104471	5
2023.01.05	09:10:00	107190	107310	106980	107305	78966	229665	5
2023.01.05	09:15:00	107305	107395	107135	107175	52659	142686	5
2023.01.05	09:20:00	107175	107300	107085	107180	50953	141868	5
2023.01.05	09:25:00	107185	107225	107055	107195	40338	114338	5
2023.01.05	09:30:00	107195	107335	107105	107295	40998	113516	5
2023.01.05	09:35:00	107300	107385	107190	107275	51365	145756	5
2023.01.05	09:40:00	107275	107305	107205	107225	25412	74489	5
2023.01.05	09:45:00	107220	107255	107110	107135	34528	100171	5
2023.01.05	09:50:00	107130	107345	107100	107345	38288	106903	5
2023.01.05	09:55:00	107345	107505	107310	107430	79706	230354	5
2023.01.05	10:00:00	107430	107490	107315	107385	61629	172377	5
2023.01.05	10:05:00	107385	107390	107175	107300	69454	201400	5
2023.01.05	10:10:00	107295	107645	107220	107575	80742	231943	5
2023.01.05	10:15:00	107575	107675	107190	107325	90719	249544	5
2023.01.05	10:20:00	107325	107395	107175	107355	65790	182017	5
2023.01.05	10:25:00	107360	107465	107205	107225	59014	144585	5
2023.01.05	10:30:00	107230	107295	106985	107150	98755	257771	5
2023.01.05	10:35:00	107145	107165	106650	106865	115033	337174	5
2023.01.05	10:40:00	106860	107145	106795	107140	81637	238717	5
2023.01.05	10:45:00	107135	107240	107050	107095	75961	222877	5
2023.01.05	10:50:00	107090	107145	106860	106915	65071	184034	5
2023.01.05	10:55:00	106920	107010	106740	106975	71740	211244	5
2023.01.05	11:00:00	106975	107180	106875	107170	56621	167510	5
2023.01.05	11:05:00	107170	107415	107160	107350	67046	200377	5
2023.01.05	11:10:00	107350	107445	107235	107420	69054	202637	5
2023.01.05	11:15:00	107425	107525	107280	107355	63600	177971	5
2023.01.05	11:20:00	107355	107470	107260	107390	44809	129193	5
2023.01.05	11:25:00	107395	107450	107195	107240	47340	141145	5
2023.01.05	11:30:00	107240	107610	107215	107600	102830	312638	5
2023.01.05	11:35:00	107600	107815	107515	107585	111814	335985	5
2023.01.05	11:40:00	107585	107600	107315	107370	64931	193924	5
2023.01.05	11:45:00	107370	107425	107140	107225	72268	214185	5
2023.01.05	11:50:00	107220	107610	107215	107570	63327	192175	5
2023.01.05	11:55:00	107565	107635	107345	107575	63800	194121	5
2023.01.05	12:00:00	107580	107580	107225	107395	70169	222451	5
2023.01.05	12:05:00	107395	107685	107325	107555	63855	202101	5
2023.01.05	12:10:00	107550	107920	107475	107830	75236	246040	5
2023.01.05	12:15:00	107835	107900	107600	107745	55937	169771	5
2023.01.05	12:20:00	107740	107920	107710	107810	58078	183750	5
2023.01.05	12:25:00	107815	108045	107745	107985	57935	190076	5
2023.01.05	12:30:00	107980	108155	107905	107990	69024	221577	5
2023.01.05	12:35:00	107990	108235	107950	108220	57965	183909	5
2023.01.05	12:40:00	108225	108440	108160	108390	67471	221496	5
2023.01.05	12:45:00	108390	108430	108240	108265	45894	150273	5
2023.01.05	12:50:00	108270	108535	108255	108440	61045	205215	5
2023.01.05	12:55:00	108445	108500	108365	108420	33504	102441	5
2023.01.05	13:00:00	108420	108480	108320	108340	33832	106827	5
2023.01.05	13:05:00	108335	108480	108330	108475	33996	102390	5
2023.01.05	13:10:00	108470	108650	108455	108580	54334	189636	5
2023.01.05	13:15:00	108580	108670	108495	108540	39146	132003	5
2023.01.05	13:20:00	108535	108590	108460	108475	29070	97503	5
2023.01.05	13:25:00	108475	108560	108390	108420	33298	105430	5
2023.01.05	13:30:00	108425	108535	108375	108475	32108	99840	5
2023.01.05	13:35:00	108475	108575	108430	108475	29223	96536	5
2023.01.05	13:40:00	108470	108530	108375	108380	27110	90924	5
2023.01.05	13:45:00	108380	108465	108370	108425	20873	67964	5
2023.01.05	13:50:00	108420	108455	108350	108380	22293	73578	5
2023.01.05	13:55:00	108380	108415	108285	108310	26321	84537	5
2023.01.05	14:00:00	108305	108385	108280	108315	27768	95480	5
2023.01.05	14:05:00	108315	108385	108270	108340	23779	78625	5
2023.01.05	14:10:00	108335	108410	108280	108305	26270	88270	5
2023.01.05	14:15:00	108300	108335	108210	108230	26254	86521	5
2023.01.05	14:20:00	108235	108285	108185	108255	28708	102038	5
2023.01.05	14:25:00	108255	108375	108210	108215	38303	135120	5
2023.01.05	14:30:00	108210	108305	108170	108290	30286	104405	5
2023.01.05	14:35:00	108290	108360	108235	108340	28763	94489	5
2023.01.05	14:40:00	108335	108360	108260	108305	21864	72228	5
2023.01.05	14:45:00	108300	108580	108285	108545	48007	170167	5
2023.01.05	14:50:00	108540	108680	108495	108625	37986	128000	5
2023.01.05	14:55:00	108625	108810	108585	108720	54836	195166	5
2023.01.05	15:00:00	108720	108765	108605	108710	40545	132465	5
2023.01.05	15:05:00	108710	108835	108660	108810	36170	120279	5
2023.01.05	15:10:00	108815	108845	108735	108770	27664	93117	5
2023.01.05	15:15:00	108765	108800	108695	108745	28652	96563	5
2023.01.05	15:20:00	108745	109035	108725	109030	65282	225228	5
2023.01.05	15:25:00	109025	109140	108965	109060	55787	195833	5
2023.01.05	15:30:00	109055	109105	109005	109030	29826	104212	5
2023.01.05	15:35:00	109025	109035	108880	108890	31003	110061	5
2023.01.05	15:40:00	108890	108930	108835	108895	27058	92636	5
