<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.03.07	11:10:00	129965	130035	129880	129980	71498	281201	5
2024.03.07	11:15:00	129980	130020	129940	129950	32771	125290	5
2024.03.07	11:20:00	129955	130010	129905	129930	35086	137812	5
2024.03.07	11:25:00	129930	130020	129825	129975	66703	256103	5
2024.03.07	11:30:00	129975	130020	129915	129925	48761	194008	5
2024.03.07	11:35:00	129925	129955	129635	129660	94366	372307	5
2024.03.07	11:40:00	129665	129705	129530	129565	78579	334512	5
2024.03.07	11:45:00	129565	129605	129475	129595	58515	247236	5
2024.03.07	11:50:00	129600	129645	129555	129580	39652	154496	5
2024.03.07	11:55:00	129580	129620	129510	129555	30280	119405	5
2024.03.07	12:00:00	129555	129605	129495	129520	24888	101847	5
2024.03.07	12:05:00	129520	129530	129425	129495	49622	195778	5
2024.03.07	12:10:00	129490	129685	129485	129665	57679	231235	5
2024.03.07	12:15:00	129670	129675	129575	129640	32598	121685	5
2024.03.07	12:20:00	129635	129660	129575	129625	27297	101941	5
2024.03.07	12:25:00	129625	129660	129595	129620	21386	86714	5
2024.03.07	12:30:00	129625	129635	129555	129615	26646	107043	5
2024.03.07	12:35:00	129615	129735	129600	129730	34412	130116	5
2024.03.07	12:40:00	129730	129740	129660	129715	26845	109155	5
2024.03.07	12:45:00	129715	129755	129680	129745	19527	76026	5
2024.03.07	12:50:00	129740	129745	129660	129665	24902	99923	5
2024.03.07	12:55:00	129670	129735	129590	129725	44053	170449	5
2024.03.07	13:00:00	129730	129770	129655	129680	32682	131365	5
2024.03.07	13:05:00	129680	129735	129650	129695	22055	91456	5
2024.03.07	13:10:00	129695	129750	129695	129740	17425	74413	5
2024.03.07	13:15:00	129740	129800	129715	129745	26542	113807	5
2024.03.07	13:20:00	129750	129765	129685	129700	21323	82429	5
2024.03.07	13:25:00	129700	129710	129625	129665	33803	137539	5
2024.03.07	13:30:00	129665	129670	129515	129550	47199	194010	5
2024.03.07	13:35:00	129555	129625	129505	129555	36925	151727	5
2024.03.07	13:40:00	129550	129680	129530	129665	31637	132992	5
2024.03.07	13:45:00	129665	129710	129635	129665	28840	121559	5
2024.03.07	13:50:00	129660	129725	129640	129675	21156	89616	5
2024.03.07	13:55:00	129680	129695	129575	129610	27626	116351	5
2024.03.07	14:00:00	129605	129625	129450	129500	39602	170548	5
2024.03.07	14:05:00	129500	129575	129495	129535	30565	127308	5
2024.03.07	14:10:00	129535	129610	129520	129570	20991	94885	5
2024.03.07	14:15:00	129565	129580	129500	129540	27225	122898	5
2024.03.07	14:20:00	129545	129640	129535	129630	26065	111367	5
2024.03.07	14:25:00	129635	129660	129580	129610	22326	99842	5
2024.03.07	14:30:00	129610	129660	129560	129650	28057	136517	5
2024.03.07	14:35:00	129650	129660	129580	129595	22738	111310	5
2024.03.07	14:40:00	129595	129610	129450	129475	40561	182725	5
2024.03.07	14:45:00	129475	129545	129370	129495	56454	239421	5
2024.03.07	14:50:00	129495	129600	129480	129580	27117	121404	5
2024.03.07	14:55:00	129580	129620	129560	129605	19399	85078	5
2024.03.07	15:00:00	129600	129605	129530	129555	25181	107344	5
2024.03.07	15:05:00	129555	129610	129535	129590	18619	80608	5
2024.03.07	15:10:00	129590	129690	129585	129680	30540	132649	5
2024.03.07	15:15:00	129680	129730	129650	129710	30723	129034	5
2024.03.07	15:20:00	129710	129800	129705	129735	39359	162381	5
2024.03.07	15:25:00	129730	129775	129705	129775	18109	73982	5
2024.03.07	15:30:00	129770	129815	129740	129750	26637	110190	5
2024.03.07	15:35:00	129755	129790	129715	129785	20836	86267	5
2024.03.07	15:40:00	129780	129790	129700	129755	24502	110185	5
2024.03.07	15:45:00	129750	129770	129715	129730	12437	54844	5
2024.03.07	15:50:00	129730	129780	129725	129755	14039	60036	5
2024.03.07	15:55:00	129755	129785	129700	129735	18205	81318	5
2024.03.07	16:00:00	129740	129740	129650	129690	33654	157171	5
2024.03.07	16:05:00	129685	129685	129580	129615	26617	124922	5
2024.03.07	16:10:00	129610	129680	129610	129670	20997	89709	5
2024.03.07	16:15:00	129670	129695	129610	129650	23381	97613	5
2024.03.07	16:20:00	129650	129665	129580	129610	23884	102122	5
2024.03.07	16:25:00	129610	129655	129570	129595	21122	84794	5
2024.03.07	16:30:00	129595	129685	129575	129670	22339	92306	5
2024.03.07	16:35:00	129675	129700	129635	129670	20893	96675	5
2024.03.07	16:40:00	129675	129715	129645	129670	19967	83366	5
2024.03.07	16:45:00	129665	129700	129635	129635	15001	63050	5
2024.03.07	16:50:00	129635	129725	129610	129655	26588	114535	5
2024.03.07	16:55:00	129650	129665	129590	129620	20568	84125	5
2024.03.07	17:00:00	129620	129645	129570	129620	25467	115155	5
2024.03.07	17:05:00	129615	129625	129550	129610	16289	73996	5
2024.03.07	17:10:00	129615	129635	129590	129625	11942	58305	5
2024.03.07	17:15:00	129625	129650	129605	129635	10804	48066	5
2024.03.07	17:20:00	129630	129640	129570	129595	12888	62730	5
2024.03.07	17:25:00	129595	129640	129575	129595	12233	50411	5
2024.03.07	17:30:00	129600	129625	129590	129620	8855	33968	5
2024.03.07	17:35:00	129615	129630	129600	129630	6562	35550	5
2024.03.07	17:40:00	129625	129725	129625	129685	25436	111109	5
2024.03.07	17:45:00	129685	129710	129665	129695	14770	50630	5
2024.03.07	17:50:00	129700	129785	129690	129775	21070	87967	5
2024.03.07	17:55:00	129770	129780	129730	129750	11888	54016	5
2024.03.07	18:00:00	129750	129770	129700	129730	11709	41428	5
2024.03.07	18:05:00	129730	129740	129650	129665	13735	51453	5
2024.03.07	18:10:00	129665	129695	129635	129660	10478	39226	5
2024.03.07	18:15:00	129655	129695	129610	129665	12236	45190	5
2024.03.07	18:20:00	129665	129795	129655	129685	8043	46000	5
2024.03.08	09:05:00	127500	127550	127220	127440	98617	316204	5
2024.03.08	09:10:00	127440	127510	127335	127375	46059	152837	5
2024.03.08	09:15:00	127380	127415	127240	127370	56436	190383	5
2024.03.08	09:20:00	127370	127400	127305	127380	29388	99612	5
2024.03.08	09:25:00	127380	127410	127330	127370	23948	79101	5
2024.03.08	09:30:00	127365	127455	127360	127400	26475	85844	5
2024.03.08	09:35:00	127405	127415	127330	127345	20168	72637	5
2024.03.08	09:40:00	127350	127390	127280	127325	27001	95881	5
2024.03.08	09:45:00	127320	127460	127320	127430	28580	93194	5
2024.03.08	09:50:00	127435	127445	127345	127430	27021	96444	5
2024.03.08	09:55:00	127430	127440	127330	127345	16829	62679	5
2024.03.08	10:00:00	127350	127395	127275	127345	38330	131582	5
2024.03.08	10:05:00	127345	127400	127275	127280	28011	98594	5
2024.03.08	10:10:00	127280	127405	127195	127230	56867	199647	5
2024.03.08	10:15:00	127230	127290	127115	127120	77432	278811	5
2024.03.08	10:20:00	127120	127415	127115	127375	75329	279111	5
2024.03.08	10:25:00	127375	127675	127120	127485	87006	259238	5
2024.03.08	10:30:00	127480	127965	127100	127745	164806	526390	5
2024.03.08	10:35:00	127745	128040	127650	127995	104164	361790	5
2024.03.08	10:40:00	127995	128085	127865	127895	100486	356318	5
2024.03.08	10:45:00	127890	127985	127780	127830	69281	270614	5
2024.03.08	10:50:00	127830	127970	127795	127940	47930	178220	5
2024.03.08	10:55:00	127940	127970	127745	127760	58099	208937	5
2024.03.08	11:00:00	127765	127925	127715	127770	75463	275079	5
2024.03.08	11:05:00	127775	127820	127690	127765	46589	171767	5
2024.03.08	11:10:00	127765	127850	127690	127730	46045	175248	5
2024.03.08	11:15:00	127735	127945	127705	127895	51882	186846	5
2024.03.08	11:20:00	127890	127900	127765	127885	39932	144448	5
2024.03.08	11:25:00	127885	127900	127665	127715	56617	214016	5
2024.03.08	11:30:00	127715	127945	127635	127900	90588	368655	5
2024.03.08	11:35:00	127900	127985	127730	127755	78749	306020	5
2024.03.08	11:40:00	127760	127790	127700	127710	43929	162846	5
2024.03.08	11:45:00	127710	128050	127705	127945	78940	301870	5
2024.03.08	11:50:00	127945	127970	127720	127800	60629	238424	5
2024.03.08	11:55:00	127805	127915	127720	127880	52665	201285	5
2024.03.08	12:00:00	127880	128115	127870	128070	70629	273414	5
2024.03.08	12:05:00	128065	128210	128035	128175	63188	252537	5
2024.03.08	12:10:00	128170	128410	128125	128380	66982	270577	5
2024.03.08	12:15:00	128380	128525	128355	128415	74740	302387	5
2024.03.08	12:20:00	128415	128470	128385	128465	34586	147366	5
2024.03.08	12:25:00	128465	128540	128420	128495	39288	162524	5
2024.03.08	12:30:00	128500	128535	128430	128505	32077	124619	5
2024.03.08	12:35:00	128505	128585	128485	128550	34788	135799	5
2024.03.08	12:40:00	128550	128705	128540	128630	51734	234652	5
2024.03.08	12:45:00	128630	128745	128540	128705	44969	177592	5
2024.03.08	12:50:00	128705	128750	128635	128695	38580	159185	5
2024.03.08	12:55:00	128695	128765	128620	128640	34576	142962	5
2024.03.08	13:00:00	128635	128660	128510	128525	47588	196422	5
2024.03.08	13:05:00	128530	128570	128450	128475	35565	140697	5
2024.03.08	13:10:00	128475	128485	128385	128475	40096	174550	5
2024.03.08	13:15:00	128470	128515	128395	128425	39668	158995	5
2024.03.08	13:20:00	128430	128460	128370	128400	28109	111955	5
2024.03.08	13:25:00	128395	128465	128295	128310	43001	168982	5
2024.03.08	13:30:00	128310	128350	128245	128310	41046	173410	5
2024.03.08	13:35:00	128310	128440	128265	128435	36264	140683	5
2024.03.08	13:40:00	128430	128555	128390	128515	46272	184152	5
2024.03.08	13:45:00	128515	128565	128465	128470	41580	164615	5
2024.03.08	13:50:00	128470	128520	128335	128350	48032	174529	5
2024.03.08	13:55:00	128355	128410	128325	128350	26801	96377	5
2024.03.08	14:00:00	128350	128485	128325	128425	40355	147711	5
2024.03.08	14:05:00	128430	128460	128330	128365	29821	104475	5
2024.03.08	14:10:00	128370	128490	128325	128475	34802	123241	5
2024.03.08	14:15:00	128475	128510	128380	128425	34995	124965	5
2024.03.08	14:20:00	128425	128525	128405	128460	29423	105959	5
2024.03.08	14:25:00	128460	128730	128455	128720	62248	265585	5
2024.03.08	14:30:00	128720	128880	128700	128715	70118	281580	5
2024.03.08	14:35:00	128720	128755	128635	128720	44993	189707	5
2024.03.08	14:40:00	128720	128775	128620	128685	43305	185189	5
2024.03.08	14:45:00	128690	128735	128620	128715	27640	114355	5
2024.03.08	14:50:00	128720	128780	128560	128570	51486	223441	5
2024.03.08	14:55:00	128565	128585	128420	128480	49595	211177	5
2024.03.08	15:00:00	128480	128505	128375	128500	48491	206697	5
2024.03.08	15:05:00	128495	128600	128450	128550	41763	173655	5
2024.03.08	15:10:00	128550	128605	128510	128510	29471	131154	5
2024.03.08	15:15:00	128515	128665	128510	128600	34652	146624	5
2024.03.08	15:20:00	128600	128795	128595	128690	46769	197082	5
2024.03.08	15:25:00	128685	128795	128680	128740	35629	163513	5
2024.03.08	15:30:00	128740	128800	128685	128735	36080	147352	5
2024.03.08	15:35:00	128740	128745	128555	128655	53009	225737	5
2024.03.08	15:40:00	128655	128665	128545	128555	28529	114116	5
2024.03.08	15:45:00	128550	128650	128520	128550	37043	166475	5
2024.03.08	15:50:00	128555	128590	128495	128525	24629	101403	5
2024.03.08	15:55:00	128530	128560	128470	128480	24374	106085	5
2024.03.08	16:00:00	128485	128585	128480	128550	30765	135706	5
2024.03.08	16:05:00	128550	128560	128490	128525	19881	92215	5
2024.03.08	16:10:00	128530	128585	128470	128535	31449	135964	5
2024.03.08	16:15:00	128535	128625	128515	128575	34076	142721	5
2024.03.08	16:20:00	128570	128645	128565	128605	21336	85403	5
2024.03.08	16:25:00	128605	128745	128600	128705	29881	122020	5
2024.03.08	16:30:00	128700	128750	128665	128685	21221	81084	5
2024.03.08	16:35:00	128690	128775	128685	128725	23676	98878	5
2024.03.08	16:40:00	128730	128815	128700	128785	28129	115982	5
2024.03.08	16:45:00	128790	128795	128660	128670	33169	137988	5
2024.03.08	16:50:00	128665	128670	128560	128580	36953	153449	5
2024.03.08	16:55:00	128580	128595	128460	128510	35767	152904	5
2024.03.08	17:00:00	128510	128535	128440	128445	23252	96958	5
2024.03.08	17:05:00	128450	128485	128345	128355	30334	135376	5
2024.03.08	17:10:00	128355	128375	128240	128325	41832	173870	5
2024.03.08	17:15:00	128325	128335	128195	128245	35186	156872	5
2024.03.08	17:20:00	128245	128315	128205	128210	28809	121737	5
2024.03.08	17:25:00	128210	128255	128075	128110	41860	174944	5
2024.03.08	17:30:00	128105	128180	128080	128110	29035	112240	5
2024.03.08	17:35:00	128105	128245	128100	128175	26415	105791	5
2024.03.08	17:40:00	128175	128315	128175	128215	30440	113807	5
2024.03.08	17:45:00	128210	128325	128195	128275	27124	97304	5
2024.03.08	17:50:00	128280	128345	128250	128305	22834	88825	5
2024.03.08	17:55:00	128310	128475	128295	128405	31806	122277	5
2024.03.08	18:00:00	128405	128480	128385	128445	15577	51850	5
2024.03.08	18:05:00	128440	128445	128230	128295	25405	87785	5
2024.03.08	18:10:00	128290	128395	128255	128330	20112	67267	5
2024.03.08	18:15:00	128330	128395	128290	128350	13300	47136	5
2024.03.08	18:20:00	128355	128380	128275	128305	7580	36010	5
2024.03.11	09:00:00	127695	127835	127550	127635	100942	289001	5
2024.03.11	09:05:00	127630	127700	127455	127475	53894	177654	5
2024.03.11	09:10:00	127475	127525	127355	127400	48385	170331	5
2024.03.11	09:15:00	127400	127450	127350	127445	30077	100921	5
2024.03.11	09:20:00	127445	127485	127380	127380	29804	107659	5
2024.03.11	09:25:00	127385	127390	127330	127340	25035	88514	5
2024.03.11	09:30:00	127345	127395	127315	127385	27206	104572	5
2024.03.11	09:35:00	127390	127390	127280	127340	35308	119508	5
2024.03.11	09:40:00	127335	127350	127270	127270	25569	91631	5
2024.03.11	09:45:00	127270	127305	127255	127265	23012	81550	5
2024.03.11	09:50:00	127270	127340	127235	127295	33345	111959	5
2024.03.11	09:55:00	127290	127330	127250	127320	21910	82167	5
2024.03.11	10:00:00	127325	127375	127265	127340	47052	180074	5
2024.03.11	10:05:00	127340	127450	127305	127430	54495	211949	5
2024.03.11	10:10:00	127425	127565	127375	127460	69916	256840	5
2024.03.11	10:15:00	127460	127575	127400	127435	59135	220395	5
2024.03.11	10:20:00	127430	127505	127295	127345	73074	264313	5
2024.03.11	10:25:00	127345	127455	127245	127425	84306	308426	5
2024.03.11	10:30:00	127430	127625	127335	127485	124299	474072	5
2024.03.11	10:35:00	127485	127580	127380	127565	66418	251537	5
2024.03.11	10:40:00	127565	127580	127435	127565	58020	223641	5
2024.03.11	10:45:00	127570	127570	127390	127555	65579	238830	5
2024.03.11	10:50:00	127550	127630	127400	127595	83809	304223	5
2024.03.11	10:55:00	127600	127725	127515	127525	84131	322140	5
2024.03.11	11:00:00	127525	127655	127475	127525	71080	271127	5
2024.03.11	11:05:00	127525	127700	127460	127670	69764	269456	5
2024.03.11	11:10:00	127670	127705	127585	127660	43590	161547	5
2024.03.11	11:15:00	127660	127810	127655	127800	53802	204606	5
2024.03.11	11:20:00	127800	127815	127590	127615	55600	207202	5
2024.03.11	11:25:00	127615	127845	127575	127835	66238	255134	5
2024.03.11	11:30:00	127835	128230	127800	128220	117525	481645	5
2024.03.11	11:35:00	128225	128240	127980	128005	84378	334558	5
2024.03.11	11:40:00	128005	128165	127950	128110	56913	213015	5
2024.03.11	11:45:00	128110	128215	127995	128160	64436	249485	5
2024.03.11	11:50:00	128160	128175	127900	127930	57401	223533	5
2024.03.11	11:55:00	127930	128135	127930	128130	49431	181060	5
2024.03.11	12:00:00	128130	128135	127880	127900	48508	183763	5
2024.03.11	12:05:00	127895	127935	127780	127830	46386	177541	5
2024.03.11	12:10:00	127825	127845	127715	127760	34465	130809	5
2024.03.11	12:15:00	127755	127805	127730	127730	27185	102096	5
2024.03.11	12:20:00	127735	127755	127665	127695	32124	121515	5
2024.03.11	12:25:00	127695	127730	127605	127630	33852	139408	5
2024.03.11	12:30:00	127635	127750	127585	127665	47825	197186	5
2024.03.11	12:35:00	127665	127745	127655	127730	20171	74883	5
2024.03.11	12:40:00	127730	127745	127670	127695	19949	78731	5
2024.03.11	12:45:00	127695	127770	127655	127730	26515	95524	5
2024.03.11	12:50:00	127730	127810	127700	127805	25613	95522	5
2024.03.11	12:55:00	127805	127845	127735	127760	30424	116743	5
2024.03.11	13:00:00	127760	127780	127685	127695	26894	106259	5
2024.03.11	13:05:00	127695	127750	127655	127660	24221	93742	5
2024.03.11	13:10:00	127655	127750	127620	127730	30639	119618	5
2024.03.11	13:15:00	127735	127765	127675	127675	23431	85010	5
2024.03.11	13:20:00	127680	127750	127675	127730	15535	60432	5
2024.03.11	13:25:00	127725	127745	127665	127705	16405	61467	5
2024.03.11	13:30:00	127705	127780	127690	127775	20007	84378	5
2024.03.11	13:35:00	127775	127785	127730	127765	16384	63937	5
2024.03.11	13:40:00	127765	127795	127735	127745	17894	74397	5
2024.03.11	13:45:00	127740	127795	127720	127785	18401	74869	5
2024.03.11	13:50:00	127785	127825	127730	127740	24124	98095	5
2024.03.11	13:55:00	127745	127750	127655	127680	23155	94462	5
2024.03.11	14:00:00	127680	127840	127670	127835	33546	133820	5
2024.03.11	14:05:00	127835	127945	127825	127940	47664	190562	5
2024.03.11	14:10:00	127940	127950	127820	127885	36032	140842	5
2024.03.11	14:15:00	127880	127970	127865	127935	33967	124484	5
2024.03.11	14:20:00	127930	127960	127865	127880	23072	89114	5
2024.03.11	14:25:00	127880	127970	127825	127845	32439	138619	5
2024.03.11	14:30:00	127845	127870	127735	127760	36757	144951	5
2024.03.11	14:35:00	127765	127785	127700	127720	27278	117968	5
2024.03.11	14:40:00	127720	127745	127640	127660	31309	132136	5
2024.03.11	14:45:00	127665	127720	127630	127660	27431	122762	5
2024.03.11	14:50:00	127665	127700	127610	127665	24955	98558	5
2024.03.11	14:55:00	127665	127715	127650	127680	20591	88298	5
2024.03.11	15:00:00	127680	127745	127645	127690	24020	101389	5
2024.03.11	15:05:00	127690	127695	127615	127640	24362	111634	5
2024.03.11	15:10:00	127640	127675	127560	127610	34896	140425	5
2024.03.11	15:15:00	127615	127685	127590	127620	23981	100444	5
2024.03.11	15:20:00	127625	127670	127595	127660	18014	80387	5
2024.03.11	15:25:00	127655	127660	127540	127615	34826	142894	5
2024.03.11	15:30:00	127620	127650	127535	127565	24742	103749	5
2024.03.11	15:35:00	127565	127650	127545	127620	23220	97911	5
2024.03.11	15:40:00	127620	127715	127600	127695	28072	119758	5
2024.03.11	15:45:00	127695	127770	127695	127735	26593	105808	5
2024.03.11	15:50:00	127735	127770	127655	127675	29176	127196	5
2024.03.11	15:55:00	127675	127760	127670	127750	22770	91584	5
2024.03.11	16:00:00	127750	127815	127735	127815	26841	108305	5
2024.03.11	16:05:00	127815	127900	127780	127880	33118	141893	5
2024.03.11	16:10:00	127875	127925	127820	127905	34156	140839	5
2024.03.11	16:15:00	127900	128010	127895	127970	37174	152356	5
2024.03.11	16:20:00	127970	128070	127965	128010	34129	135610	5
2024.03.11	16:25:00	128010	128055	127960	127975	25904	100097	5
2024.03.11	16:30:00	127975	128020	127865	127890	37565	150567	5
2024.03.11	16:35:00	127885	127910	127540	127545	61289	271787	5
2024.03.11	16:40:00	127545	127720	127435	127575	88589	376872	5
2024.03.11	16:45:00	127575	127600	127425	127450	44826	184282	5
2024.03.11	16:50:00	127450	127520	127305	127510	59620	255206	5
2024.03.11	16:55:00	127510	127655	127480	127520	48787	186423	5
2024.03.11	17:00:00	127525	127570	127445	127475	22690	89502	5
2024.03.11	17:05:00	127475	127495	127380	127395	18587	76909	5
2024.03.11	17:10:00	127400	127430	127355	127365	18058	72749	5
2024.03.11	17:15:00	127365	127455	127345	127445	16284	62283	5
2024.03.11	17:20:00	127445	127450	127340	127350	13863	52877	5
2024.03.11	17:25:00	127345	127480	127345	127480	18048	69792	5
2024.03.11	17:30:00	127475	127520	127430	127455	16405	65340	5
2024.03.11	17:35:00	127460	127470	127425	127450	6680	26609	5
2024.03.11	17:40:00	127450	127480	127440	127455	7900	31037	5
2024.03.11	17:45:00	127460	127565	127450	127555	17291	71002	5
2024.03.11	17:50:00	127555	127590	127520	127560	9754	37808	5
2024.03.11	17:55:00	127565	127600	127555	127575	5865	19206	5
2024.03.11	18:00:00	127575	127580	127475	127505	13900	30386	5
2024.03.11	18:05:00	127500	127550	127500	127530	5046	10480	5
2024.03.11	18:10:00	127540	127595	127495	127515	11194	25000	5
2024.03.11	18:15:00	127515	127545	127470	127535	10820	21966	5
2024.03.11	18:20:00	127535	127570	127470	127560	7253	20752	5
2024.03.12	09:00:00	127870	128330	127855	128160	107812	327743	5
2024.03.12	09:05:00	128165	128460	128155	128350	75443	252173	5
2024.03.12	09:10:00	128350	128430	128300	128330	34291	104958	5
2024.03.12	09:15:00	128330	128430	128325	128350	30986	96451	5
2024.03.12	09:20:00	128345	128425	128330	128380	26066	85548	5
2024.03.12	09:25:00	128375	128700	128275	128445	72825	194310	5
2024.03.12	09:30:00	128440	128720	128175	128545	133523	446564	5
2024.03.12	09:35:00	128545	128700	128510	128640	68504	239425	5
2024.03.12	09:40:00	128640	128740	128580	128715	52130	188862	5
2024.03.12	09:45:00	128710	128815	128665	128770	62628	217644	5
2024.03.12	09:50:00	128770	128845	128615	128625	63820	222642	5
2024.03.12	09:55:00	128630	128720	128545	128560	63680	234597	5
2024.03.12	10:00:00	128560	128580	128240	128360	97883	357234	5
2024.03.12	10:05:00	128355	128500	128250	128445	74361	275693	5
2024.03.12	10:10:00	128450	128485	128285	128450	74765	270396	5
2024.03.12	10:15:00	128450	128485	128280	128420	67732	246170	5
2024.03.12	10:20:00	128425	128780	128410	128765	88789	334404	5
2024.03.12	10:25:00	128765	128780	128405	128450	81700	289978	5
2024.03.12	10:30:00	128450	128575	128155	128215	106443	407831	5
2024.03.12	10:35:00	128215	128325	128060	128090	93793	370055	5
2024.03.12	10:40:00	128090	128375	128070	128230	75995	278398	5
2024.03.12	10:45:00	128235	128300	128135	128265	60355	215813	5
2024.03.12	10:50:00	128270	128340	128115	128155	58546	209415	5
2024.03.12	10:55:00	128160	128245	128040	128100	55025	201263	5
2024.03.12	11:00:00	128100	128320	128055	128175	74590	304353	5
2024.03.12	11:05:00	128180	128225	128000	128025	65614	232539	5
2024.03.12	11:10:00	128020	128030	127805	127890	82322	300868	5
2024.03.12	11:15:00	127885	128100	127870	128055	60920	225808	5
2024.03.12	11:20:00	128060	128205	128010	128115	61963	213179	5
2024.03.12	11:25:00	128115	128165	128075	128115	35273	129395	5
2024.03.12	11:30:00	128115	128200	128035	128195	42127	148543	5
2024.03.12	11:35:00	128190	128240	128150	128225	41293	156637	5
2024.03.12	11:40:00	128225	128425	128215	128265	70801	255450	5
2024.03.12	11:45:00	128260	128295	128145	128275	51211	181337	5
2024.03.12	11:50:00	128270	128360	128210	128245	41015	146305	5
2024.03.12	11:55:00	128250	128310	128200	128240	29648	104527	5
2024.03.12	12:00:00	128235	128285	128175	128220	36036	137787	5
2024.03.12	12:05:00	128225	128395	128215	128390	32069	117786	5
2024.03.12	12:10:00	128395	128565	128360	128510	48065	176479	5
2024.03.12	12:15:00	128510	128570	128385	128415	45200	170804	5
2024.03.12	12:20:00	128420	128425	128260	128385	43770	165812	5
2024.03.12	12:25:00	128385	128440	128330	128425	22777	78428	5
2024.03.12	12:30:00	128430	128595	128415	128585	47444	174569	5
2024.03.12	12:35:00	128585	128660	128485	128605	47266	172476	5
2024.03.12	12:40:00	128605	128630	128465	128580	45342	166761	5
2024.03.12	12:45:00	128580	128650	128515	128555	29969	109970	5
2024.03.12	12:50:00	128560	128685	128550	128675	24917	86992	5
2024.03.12	12:55:00	128680	128720	128660	128710	26641	93873	5
2024.03.12	13:00:00	128705	128740	128630	128650	39751	148500	5
2024.03.12	13:05:00	128650	128700	128590	128660	30824	113701	5
2024.03.12	13:10:00	128660	128755	128645	128740	32065	113511	5
2024.03.12	13:15:00	128740	128750	128685	128735	20111	74818	5
2024.03.12	13:20:00	128735	128750	128660	128665	22224	78179	5
2024.03.12	13:25:00	128670	128740	128660	128725	23269	84780	5
2024.03.12	13:30:00	128730	128785	128715	128755	24376	87919	5
2024.03.12	13:35:00	128760	128835	128725	128810	37537	136211	5
2024.03.12	13:40:00	128810	128960	128810	128870	61664	237387	5
2024.03.12	13:45:00	128870	128905	128765	128875	45582	154970	5
2024.03.12	13:50:00	128880	128900	128815	128855	26222	89815	5
2024.03.12	13:55:00	128860	128885	128800	128835	24294	87556	5
2024.03.12	14:00:00	128840	128880	128715	128760	41894	155015	5
2024.03.12	14:05:00	128755	128775	128680	128770	37401	139131	5
2024.03.12	14:10:00	128770	128840	128745	128825	35520	126508	5
2024.03.12	14:15:00	128830	128900	128800	128850	32286	119826	5
2024.03.12	14:20:00	128855	128860	128715	128730	35483	128734	5
2024.03.12	14:25:00	128735	128770	128685	128720	25388	90274	5
2024.03.12	14:30:00	128720	128785	128675	128765	27547	94567	5
2024.03.12	14:35:00	128770	128840	128735	128840	25716	87365	5
2024.03.12	14:40:00	128840	128860	128785	128820	20725	72934	5
2024.03.12	14:45:00	128815	128845	128760	128795	22998	80284	5
2024.03.12	14:50:00	128790	128800	128710	128780	35028	135517	5
2024.03.12	14:55:00	128785	128895	128765	128845	38894	148036	5
2024.03.12	15:00:00	128845	128895	128780	128885	33018	129239	5
2024.03.12	15:05:00	128885	129105	128885	129080	66136	272016	5
2024.03.12	15:10:00	129085	129190	129055	129150	46619	192779	5
2024.03.12	15:15:00	129150	129180	129090	129115	31275	123851	5
2024.03.12	15:20:00	129110	129255	129100	129220	39932	158994	5
2024.03.12	15:25:00	129225	129290	129195	129280	33762	133678	5
2024.03.12	15:30:00	129285	129325	129205	129235	39759	167641	5
2024.03.12	15:35:00	129235	129265	129190	129255	27003	102499	5
2024.03.12	15:40:00	129255	129260	129090	129105	40461	164992	5
2024.03.12	15:45:00	129110	129200	129080	129180	33649	142610	5
2024.03.12	15:50:00	129180	129270	129155	129225	33149	128748	5
2024.03.12	15:55:00	129220	129290	129170	129170	32748	129836	5
2024.03.12	16:00:00	129170	129250	129145	129240	28960	116143	5
2024.03.12	16:05:00	129240	129240	129160	129175	16944	66515	5
2024.03.12	16:10:00	129175	129240	129160	129190	16877	60386	5
2024.03.12	16:15:00	129185	129205	129125	129175	25963	115206	5
2024.03.12	16:20:00	129175	129210	129165	129180	14154	59446	5
2024.03.12	16:25:00	129180	129275	129175	129255	25333	111916	5
2024.03.12	16:30:00	129260	129265	129165	129175	20625	84651	5
2024.03.12	16:35:00	129180	129190	129080	129095	29512	123914	5
2024.03.12	16:40:00	129100	129150	129055	129065	28769	119274	5
2024.03.12	16:45:00	129060	129085	128960	128990	36392	164463	5
2024.03.12	16:50:00	128985	129100	128925	129090	46733	200940	5
2024.03.12	16:55:00	129090	129190	128965	128995	52972	218640	5
2024.03.12	17:00:00	128990	129035	128920	128950	36058	135397	5
2024.03.12	17:05:00	128950	128965	128925	128955	9255	38530	5
2024.03.12	17:10:00	128950	129075	128940	129020	22971	96340	5
2024.03.12	17:15:00	129015	129025	128880	128890	28352	118140	5
2024.03.12	17:20:00	128890	128925	128880	128905	11376	48039	5
2024.03.12	17:25:00	128905	128915	128850	128870	18217	77114	5
2024.03.12	17:30:00	128870	128905	128855	128900	9481	34954	5
2024.03.12	17:35:00	128895	128950	128870	128895	13599	55460	5
2024.03.12	17:40:00	128895	128970	128875	128950	11594	43850	5
2024.03.12	17:45:00	128950	129025	128935	128965	19371	70115	5
2024.03.12	17:50:00	128965	128990	128915	128965	12254	42721	5
2024.03.12	17:55:00	128970	128975	128925	128945	5117	14644	5
2024.03.12	18:00:00	128935	129015	128935	129000	6378	15040	5
2024.03.12	18:05:00	129005	129025	128955	128970	6189	19711	5
