<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.01.03	17:20:00	105015	105060	104955	105025	32248	129094	5
2022.01.03	17:25:00	105025	105085	104920	105070	28649	109696	5
2022.01.03	17:30:00	105070	105115	105000	105050	24305	87307	5
2022.01.03	17:35:00	105055	105110	105025	105085	18406	63911	5
2022.01.03	17:40:00	105085	105090	104940	104995	30802	98500	5
2022.01.03	17:45:00	104995	105070	104970	105055	17028	54876	5
2022.01.03	17:50:00	105055	105090	104955	104990	22450	78834	5
2022.01.03	17:55:00	104995	105000	104875	104965	28887	88680	5
2022.01.03	18:00:00	104965	104970	104890	104945	12193	36232	5
2022.01.03	18:05:00	104945	104980	104805	104845	20049	64110	5
2022.01.03	18:10:00	104845	104890	104800	104825	16687	50642	5
2022.01.03	18:15:00	104820	104860	104705	104800	20534	61098	5
2022.01.03	18:20:00	104795	105015	104760	104760	11718	36908	5
2022.01.04	09:00:00	105440	105525	105235	105295	65649	158519	5
2022.01.04	09:05:00	105300	105625	105260	105560	60637	173682	5
2022.01.04	09:10:00	105560	105745	105510	105640	61455	190634	5
2022.01.04	09:15:00	105645	105785	105615	105625	48966	147939	5
2022.01.04	09:20:00	105625	105645	105400	105435	64460	205710	5
2022.01.04	09:25:00	105435	105530	105335	105455	63858	193037	5
2022.01.04	09:30:00	105455	105660	105415	105610	69484	217518	5
2022.01.04	09:35:00	105615	105640	105490	105530	44029	139568	5
2022.01.04	09:40:00	105530	105590	105445	105545	55616	185713	5
2022.01.04	09:45:00	105545	105635	105455	105485	41983	138256	5
2022.01.04	09:50:00	105485	105580	105450	105480	40127	134599	5
2022.01.04	09:55:00	105480	105710	105290	105695	114069	357969	5
2022.01.04	10:00:00	105695	105715	105365	105525	115831	372433	5
2022.01.04	10:05:00	105530	105535	105060	105170	129448	410218	5
2022.01.04	10:10:00	105175	105255	104970	105020	121703	354704	5
2022.01.04	10:15:00	105020	105025	104775	104950	114050	387589	5
2022.01.04	10:20:00	104950	105065	104840	105010	86490	279880	5
2022.01.04	10:25:00	105005	105155	104930	105070	77853	249796	5
2022.01.04	10:30:00	105075	105160	104755	104885	122013	390397	5
2022.01.04	10:35:00	104885	104970	104615	104625	95142	310548	5
2022.01.04	10:40:00	104625	104700	104480	104520	90444	298326	5
2022.01.04	10:45:00	104515	104600	104390	104465	77598	258117	5
2022.01.04	10:50:00	104465	104710	104410	104625	74786	252119	5
2022.01.04	10:55:00	104620	104750	104570	104740	47945	160747	5
2022.01.04	11:00:00	104745	104885	104440	104460	122186	420925	5
2022.01.04	11:05:00	104460	104520	104250	104440	98625	336406	5
2022.01.04	11:10:00	104445	104555	104380	104485	54330	178599	5
2022.01.04	11:15:00	104485	104520	104275	104335	52848	172952	5
2022.01.04	11:20:00	104335	104360	104040	104175	92918	313497	5
2022.01.04	11:25:00	104175	104235	104040	104165	61164	205620	5
2022.01.04	11:30:00	104170	104420	104040	104280	95640	321025	5
2022.01.04	11:35:00	104285	104380	104085	104165	66053	214012	5
2022.01.04	11:40:00	104160	104280	104115	104210	49707	159437	5
2022.01.04	11:45:00	104205	104480	104180	104475	59334	187066	5
2022.01.04	11:50:00	104470	104555	104340	104345	62038	204556	5
2022.01.04	11:55:00	104350	104490	104280	104455	47486	152078	5
2022.01.04	12:00:00	104450	104675	104380	104610	88700	278887	5
2022.01.04	12:05:00	104605	104645	104430	104540	49858	157798	5
2022.01.04	12:10:00	104540	104650	104490	104640	30971	93767	5
2022.01.04	12:15:00	104640	104655	104470	104570	38731	138241	5
2022.01.04	12:20:00	104565	104830	104565	104790	53475	182841	5
2022.01.04	12:25:00	104790	104945	104765	104890	51415	178460	5
2022.01.04	12:30:00	104890	105070	104850	105055	57796	205628	5
2022.01.04	12:35:00	105060	105100	104895	105100	51519	173901	5
2022.01.04	12:40:00	105100	105155	104965	105075	46165	152231	5
2022.01.04	12:45:00	105075	105310	105050	105210	59090	205278	5
2022.01.04	12:50:00	105205	105285	105100	105195	40900	134536	5
2022.01.04	12:55:00	105200	105210	104920	104950	51597	181929	5
2022.01.04	13:00:00	104955	104975	104660	104775	76323	258842	5
2022.01.04	13:05:00	104770	104790	104630	104780	43995	145582	5
2022.01.04	13:10:00	104780	104955	104770	104855	55405	179010	5
2022.01.04	13:15:00	104850	104870	104700	104855	43255	143079	5
2022.01.04	13:20:00	104855	104900	104585	104685	56765	181038	5
2022.01.04	13:25:00	104680	104700	104545	104665	39831	125217	5
2022.01.04	13:30:00	104665	104700	104565	104640	34572	112966	5
2022.01.04	13:35:00	104640	104720	104590	104665	23975	78659	5
2022.01.04	13:40:00	104665	104715	104595	104640	26269	86073	5
2022.01.04	13:45:00	104640	104800	104620	104765	35543	125475	5
2022.01.04	13:50:00	104770	104930	104755	104895	38403	128126	5
2022.01.04	13:55:00	104900	104935	104810	104880	32539	113267	5
2022.01.04	14:00:00	104885	104960	104815	104850	38671	133368	5
2022.01.04	14:05:00	104845	104860	104720	104750	40089	140192	5
2022.01.04	14:10:00	104745	104865	104660	104855	38491	136983	5
2022.01.04	14:15:00	104860	104945	104835	104910	30966	112817	5
2022.01.04	14:20:00	104910	104925	104790	104795	24151	81975	5
2022.01.04	14:25:00	104790	104965	104785	104945	28485	101202	5
2022.01.04	14:30:00	104945	104950	104665	104795	59024	211402	5
2022.01.04	14:35:00	104800	104905	104725	104755	35118	117439	5
2022.01.04	14:40:00	104755	104925	104745	104895	25100	83745	5
2022.01.04	14:45:00	104900	104935	104795	104850	30907	108799	5
2022.01.04	14:50:00	104850	104930	104805	104825	27992	96746	5
2022.01.04	14:55:00	104820	104855	104695	104760	32179	120097	5
2022.01.04	15:00:00	104760	104875	104735	104840	28496	100595	5
2022.01.04	15:05:00	104840	104890	104710	104730	35456	129242	5
2022.01.04	15:10:00	104730	104770	104650	104690	36714	135094	5
2022.01.04	15:15:00	104690	104720	104375	104420	63217	219669	5
2022.01.04	15:20:00	104420	104470	104310	104380	43173	143843	5
2022.01.04	15:25:00	104380	104510	104360	104490	29094	101835	5
2022.01.04	15:30:00	104495	104510	104295	104410	45782	155631	5
2022.01.04	15:35:00	104415	104555	104380	104550	35638	121442	5
2022.01.04	15:40:00	104545	104550	104420	104450	25664	90504	5
2022.01.04	15:45:00	104450	104540	104440	104460	23389	78255	5
2022.01.04	15:50:00	104455	104530	104410	104420	23422	81388	5
2022.01.04	15:55:00	104415	104510	104365	104480	37434	134312	5
2022.01.04	16:00:00	104485	104525	104395	104465	27514	103087	5
2022.01.04	16:05:00	104460	104495	104415	104455	16552	61791	5
2022.01.04	16:10:00	104455	104525	104440	104505	13548	52938	5
2022.01.04	16:15:00	104510	104585	104460	104495	26927	111897	5
2022.01.04	16:20:00	104490	104570	104485	104530	18014	70221	5
2022.01.04	16:25:00	104530	104580	104525	104560	15072	55137	5
2022.01.04	16:30:00	104560	104710	104545	104660	36916	135762	5
2022.01.04	16:35:00	104655	104660	104560	104565	19945	72462	5
2022.01.04	16:40:00	104565	104585	104460	104580	33880	131586	5
2022.01.04	16:45:00	104575	104580	104345	104430	42320	155622	5
2022.01.04	16:50:00	104435	104455	104200	104325	44154	171671	5
2022.01.04	16:55:00	104320	104380	104270	104365	27105	96888	5
2022.01.04	17:00:00	104365	104395	104285	104305	24025	88204	5
2022.01.04	17:05:00	104305	104385	104255	104335	22928	88830	5
2022.01.04	17:10:00	104330	104370	104290	104330	12253	45939	5
2022.01.04	17:15:00	104335	104375	104280	104320	15812	59194	5
2022.01.04	17:20:00	104315	104380	104295	104370	13585	54401	5
2022.01.04	17:25:00	104365	104430	104350	104395	17075	66118	5
2022.01.04	17:30:00	104400	104405	104320	104360	15845	60387	5
2022.01.04	17:35:00	104365	104390	104305	104355	12363	45542	5
2022.01.04	17:40:00	104355	104385	104325	104345	12772	46453	5
2022.01.04	17:45:00	104350	104400	104315	104380	15166	55398	5
2022.01.04	17:50:00	104385	104475	104355	104450	20193	70050	5
2022.01.04	17:55:00	104450	104535	104395	104440	20578	76784	5
2022.01.04	18:00:00	104440	104475	104405	104450	13366	44525	5
2022.01.04	18:05:00	104450	104470	104330	104340	12010	43249	5
2022.01.04	18:10:00	104340	104360	104285	104290	14346	42661	5
2022.01.04	18:15:00	104290	104355	104260	104340	13866	42265	5
2022.01.04	18:20:00	104340	104435	104285	104435	9230	30511	5
2022.01.05	09:00:00	104570	104695	104505	104615	53032	131246	5
2022.01.05	09:05:00	104615	104635	104510	104575	30608	92186	5
2022.01.05	09:10:00	104580	104645	104480	104635	38707	118220	5
2022.01.05	09:15:00	104635	104655	104315	104335	59220	183761	5
2022.01.05	09:20:00	104340	104435	104185	104265	75998	236028	5
2022.01.05	09:25:00	104265	104360	104070	104115	78716	247732	5
2022.01.05	09:30:00	104115	104150	103950	104085	72281	229606	5
2022.01.05	09:35:00	104085	104105	103880	103970	65112	206757	5
2022.01.05	09:40:00	103975	104050	103920	103945	42444	135065	5
2022.01.05	09:45:00	103950	104030	103835	103855	58519	185683	5
2022.01.05	09:50:00	103855	104025	103790	104015	58269	188217	5
2022.01.05	09:55:00	104010	104175	103980	104060	64620	214966	5
2022.01.05	10:00:00	104055	104175	103760	103830	140248	462687	5
2022.01.05	10:05:00	103830	103965	103810	103840	59653	194720	5
2022.01.05	10:10:00	103845	103930	103655	103835	113259	369412	5
2022.01.05	10:15:00	103830	104000	103695	103950	82766	253314	5
2022.01.05	10:20:00	103950	104005	103625	103655	97309	319932	5
2022.01.05	10:25:00	103655	103775	103515	103525	100639	333324	5
2022.01.05	10:30:00	103525	103640	103360	103595	101377	335820	5
2022.01.05	10:35:00	103595	103695	103505	103505	67791	223048	5
2022.01.05	10:40:00	103505	103660	103385	103610	82890	286689	5
2022.01.05	10:45:00	103610	103680	103460	103650	69121	233273	5
2022.01.05	10:50:00	103655	103835	103565	103690	84807	291131	5
2022.01.05	10:55:00	103690	103760	103555	103700	53027	179501	5
2022.01.05	11:00:00	103695	103765	103490	103505	75347	252819	5
2022.01.05	11:05:00	103510	103570	103360	103365	89039	314263	5
2022.01.05	11:10:00	103365	103540	103330	103520	64242	219812	5
2022.01.05	11:15:00	103520	103630	103460	103580	55741	186329	5
2022.01.05	11:20:00	103580	103765	103575	103740	57081	202914	5
2022.01.05	11:25:00	103740	103790	103550	103610	63833	222754	5
2022.01.05	11:30:00	103610	103785	103540	103630	91465	325562	5
2022.01.05	11:35:00	103635	103875	103570	103795	84100	292635	5
2022.01.05	11:40:00	103795	103945	103730	103935	72668	260287	5
2022.01.05	11:45:00	103940	104130	103910	104100	91208	328816	5
2022.01.05	11:50:00	104100	104285	104010	104145	79935	285920	5
2022.01.05	11:55:00	104145	104270	103905	104260	84880	294289	5
2022.01.05	12:00:00	104260	104465	104205	104300	102828	387308	5
2022.01.05	12:05:00	104300	104305	103955	104025	65408	228861	5
2022.01.05	12:10:00	104025	104140	103960	104055	51164	183069	5
2022.01.05	12:15:00	104055	104090	103925	103965	52159	177417	5
2022.01.05	12:20:00	103970	104025	103890	103900	40791	139207	5
2022.01.05	12:25:00	103900	104005	103755	103815	59436	211332	5
2022.01.05	12:30:00	103815	103955	103725	103845	65421	230979	5
2022.01.05	12:35:00	103845	103925	103765	103785	42018	146678	5
2022.01.05	12:40:00	103785	104000	103780	103965	43560	151998	5
2022.01.05	12:45:00	103960	104120	103940	104085	40917	144277	5
2022.01.05	12:50:00	104085	104260	104035	104215	47453	172578	5
2022.01.05	12:55:00	104215	104380	104125	104150	57135	203493	5
2022.01.05	13:00:00	104155	104225	104060	104170	53463	193665	5
2022.01.05	13:05:00	104175	104220	104075	104125	27804	104467	5
2022.01.05	13:10:00	104125	104140	104000	104045	29530	106460	5
2022.01.05	13:15:00	104045	104075	103930	104065	42430	151580	5
2022.01.05	13:20:00	104065	104110	103945	104070	42206	153600	5
2022.01.05	13:25:00	104065	104080	103920	103995	30958	110253	5
2022.01.05	13:30:00	103995	104015	103650	103810	68969	253421	5
2022.01.05	13:35:00	103810	103860	103760	103800	27363	98459	5
2022.01.05	13:40:00	103805	103920	103700	103715	42159	146613	5
2022.01.05	13:45:00	103715	103755	103610	103725	46972	165033	5
2022.01.05	13:50:00	103725	103750	103565	103610	34821	125685	5
2022.01.05	13:55:00	103605	103785	103520	103715	51260	192921	5
2022.01.05	14:00:00	103715	103760	103480	103650	71610	269764	5
2022.01.05	14:05:00	103650	103720	103565	103665	33954	122755	5
2022.01.05	14:10:00	103670	103705	103635	103675	18489	65439	5
2022.01.05	14:15:00	103675	103675	103560	103625	24156	84122	5
2022.01.05	14:20:00	103625	103745	103580	103735	31320	109716	5
2022.01.05	14:25:00	103740	103840	103720	103755	35536	129125	5
2022.01.05	14:30:00	103760	103765	103640	103700	38065	143057	5
2022.01.05	14:35:00	103700	103710	103185	103205	74606	290061	5
2022.01.05	14:40:00	103205	103325	103110	103180	69629	268470	5
2022.01.05	14:45:00	103185	103205	103070	103145	45912	169052	5
2022.01.05	14:50:00	103150	103195	103080	103140	30288	105261	5
2022.01.05	14:55:00	103145	103155	102975	102990	42533	152426	5
2022.01.05	15:00:00	102990	103050	102920	103025	47666	173535	5
2022.01.05	15:05:00	103020	103030	102860	102940	36789	131697	5
2022.01.05	15:10:00	102945	102970	102875	102885	30223	109564	5
2022.01.05	15:15:00	102890	102925	102845	102865	23293	88658	5
2022.01.05	15:20:00	102860	102960	102845	102925	24659	95632	5
2022.01.05	15:25:00	102925	103010	102880	102970	25812	94269	5
2022.01.05	15:30:00	102975	103005	102890	102910	21041	73026	5
2022.01.05	15:35:00	102910	103075	102895	103050	36287	124063	5
2022.01.05	15:40:00	103045	103075	102910	102915	29719	105955	5
2022.01.05	15:45:00	102915	102970	102870	102900	25781	91386	5
2022.01.05	15:50:00	102905	102925	102735	102840	47288	172255	5
2022.01.05	15:55:00	102840	102880	102740	102805	25759	96563	5
2022.01.05	16:00:00	102810	102995	102710	102750	68974	266559	5
2022.01.05	16:05:00	102750	102830	102600	102685	70422	268105	5
2022.01.05	16:10:00	102690	102700	102480	102565	63490	240076	5
2022.01.05	16:15:00	102565	102690	102510	102595	49741	180647	5
2022.01.05	16:20:00	102590	102620	102440	102555	45973	176628	5
2022.01.05	16:25:00	102560	102650	102420	102465	61437	246150	5
2022.01.05	16:30:00	102465	102555	102365	102395	39007	143009	5
2022.01.05	16:35:00	102400	102405	102205	102325	53317	204598	5
2022.01.05	16:40:00	102325	102325	102130	102160	51591	195463	5
2022.01.05	16:45:00	102155	102215	102065	102195	45491	171985	5
2022.01.05	16:50:00	102195	102280	102150	102260	36678	136189	5
2022.01.05	16:55:00	102255	102275	102165	102215	26558	93693	5
2022.01.05	17:00:00	102210	102240	102015	102025	47889	188114	5
2022.01.05	17:05:00	102025	102040	101820	101955	64067	270380	5
2022.01.05	17:10:00	101950	102090	101880	102010	40785	151912	5
2022.01.05	17:15:00	102005	102010	101725	101905	54035	218468	5
2022.01.05	17:20:00	101905	101970	101835	101950	29171	110863	5
2022.01.05	17:25:00	101950	102065	101905	101910	35757	135425	5
2022.01.05	17:30:00	101910	101990	101850	101935	36639	134531	5
2022.01.05	17:35:00	101935	102035	101890	101980	29566	106272	5
2022.01.05	17:40:00	101980	102085	101955	102045	28296	93245	5
2022.01.05	17:45:00	102050	102095	101965	102000	33164	116752	5
2022.01.05	17:50:00	101995	102010	101855	101925	37493	135515	5
2022.01.05	17:55:00	101930	101955	101855	101895	19349	64785	5
2022.01.05	18:00:00	101895	101915	101805	101890	20701	73588	5
2022.01.05	18:05:00	101890	101920	101725	101740	20647	84768	5
2022.01.05	18:10:00	101745	101845	101705	101815	19047	71272	5
2022.01.05	18:15:00	101815	101825	101715	101725	15897	69017	5
2022.01.05	18:20:00	101725	101820	101580	101580	10851	47874	5
2022.01.06	09:00:00	101975	102200	101910	102000	62616	162710	5
2022.01.06	09:05:00	102000	102075	101890	101970	46946	130229	5
2022.01.06	09:10:00	101970	102065	101885	102025	48976	148173	5
2022.01.06	09:15:00	102030	102180	101940	101945	63372	192057	5
2022.01.06	09:20:00	101945	101965	101780	101845	63478	178143	5
2022.01.06	09:25:00	101840	101890	101740	101750	62786	183914	5
2022.01.06	09:30:00	101750	101870	101645	101820	72006	210927	5
2022.01.06	09:35:00	101825	101980	101800	101905	62966	185109	5
2022.01.06	09:40:00	101905	102265	101875	102190	87949	275846	5
2022.01.06	09:45:00	102190	102335	102125	102260	82880	252398	5
2022.01.06	09:50:00	102260	102335	102170	102320	57308	169087	5
2022.01.06	09:55:00	102325	102400	102255	102370	64248	196402	5
2022.01.06	10:00:00	102375	102435	101935	101945	130373	407956	5
2022.01.06	10:05:00	101950	102260	101900	102125	109587	323382	5
2022.01.06	10:10:00	102120	102340	102030	102270	103722	319040	5
2022.01.06	10:15:00	102270	102350	102140	102190	79867	255487	5
2022.01.06	10:20:00	102190	102320	102010	102250	90091	295912	5
2022.01.06	10:25:00	102255	102490	102200	102485	83731	266601	5
2022.01.06	10:30:00	102485	102550	102250	102350	80799	265801	5
2022.01.06	10:35:00	102350	102395	102150	102345	76414	242929	5
2022.01.06	10:40:00	102345	102370	102000	102275	105419	346495	5
2022.01.06	10:45:00	102270	102425	102200	102305	77353	249485	5
2022.01.06	10:50:00	102300	102525	102260	102510	75952	266458	5
2022.01.06	10:55:00	102515	102575	102375	102395	90918	296009	5
2022.01.06	11:00:00	102400	102575	102385	102480	53223	175032	5
2022.01.06	11:05:00	102480	102590	102380	102430	68816	230279	5
2022.01.06	11:10:00	102430	102510	102205	102215	80373	260616	5
2022.01.06	11:15:00	102210	102470	102160	102445	101678	340647	5
2022.01.06	11:20:00	102450	102735	102425	102735	90986	302579	5
2022.01.06	11:25:00	102730	102740	102515	102660	60323	186306	5
2022.01.06	11:30:00	102665	102905	102560	102895	130790	430206	5
2022.01.06	11:35:00	102895	102970	102755	102840	83510	268044	5
2022.01.06	11:40:00	102835	102955	102780	102850	74001	249562	5
2022.01.06	11:45:00	102855	102970	102700	102820	83600	289833	5
2022.01.06	11:50:00	102820	102835	102560	102570	72608	250713	5
2022.01.06	11:55:00	102570	102645	102465	102525	71279	234374	5
2022.01.06	12:00:00	102530	102680	102465	102470	77164	257366	5
2022.01.06	12:05:00	102470	102475	102245	102415	93606	304595	5
2022.01.06	12:10:00	102415	102470	102215	102430	72324	237223	5
2022.01.06	12:15:00	102430	102625	102335	102400	87884	282797	5
2022.01.06	12:20:00	102400	102550	102320	102535	60809	190136	5
2022.01.06	12:25:00	102535	102770	102530	102705	69440	224304	5
2022.01.06	12:30:00	102700	103055	102695	103005	82617	289517	5
2022.01.06	12:35:00	103005	103130	102955	103120	61624	208944	5
2022.01.06	12:40:00	103125	103155	102940	102970	65079	217239	5
2022.01.06	12:45:00	102965	103180	102905	103140	71991	233586	5
2022.01.06	12:50:00	103140	103160	102960	103025	42766	140140	5
2022.01.06	12:55:00	103020	103115	102915	102935	52822	173048	5
2022.01.06	13:00:00	102935	102960	102760	102860	64663	214917	5
2022.01.06	13:05:00	102855	103050	102750	102940	55551	178788	5
2022.01.06	13:10:00	102940	103050	102865	102990	42880	139425	5
2022.01.06	13:15:00	102990	103130	102985	103020	41607	134240	5
2022.01.06	13:20:00	103020	103040	102860	102960	45669	147843	5
2022.01.06	13:25:00	102960	102965	102645	102735	65257	221344	5
2022.01.06	13:30:00	102735	102770	102555	102705	56394	180828	5
2022.01.06	13:35:00	102710	102730	102560	102615	39451	130230	5
2022.01.06	13:40:00	102615	102780	102540	102665	50061	169811	5
2022.01.06	13:45:00	102665	102745	102550	102670	49318	168242	5
2022.01.06	13:50:00	102665	102755	102580	102740	32749	112321	5
2022.01.06	13:55:00	102745	102830	102665	102780	41544	148501	5
2022.01.06	14:00:00	102775	102875	102740	102835	36447	125920	5
2022.01.06	14:05:00	102835	102945	102815	102940	38882	127129	5
2022.01.06	14:10:00	102940	102970	102790	102870	48333	165823	5
2022.01.06	14:15:00	102875	103015	102820	102975	45279	155676	5
2022.01.06	14:20:00	102975	102995	102830	102850	41756	140268	5
2022.01.06	14:25:00	102850	102900	102730	102755	40827	135728	5
2022.01.06	14:30:00	102755	102825	102705	102760	36408	120455	5
2022.01.06	14:35:00	102765	102835	102660	102700	47588	160006	5
2022.01.06	14:40:00	102695	102930	102655	102880	46883	154351	5
2022.01.06	14:45:00	102880	102920	102780	102875	37231	126676	5
2022.01.06	14:50:00	102875	102880	102690	102795	42503	142377	5
2022.01.06	14:55:00	102800	102825	102685	102740	29662	100115	5
2022.01.06	15:00:00	102735	102760	102595	102690	40326	133069	5
2022.01.06	15:05:00	102685	102705	102545	102650	41982	141460	5
2022.01.06	15:10:00	102650	102690	102505	102545	36134	125091	5
2022.01.06	15:15:00	102550	102550	102355	102500	58871	193126	5
2022.01.06	15:20:00	102495	102510	102365	102405	36937	128919	5
2022.01.06	15:25:00	102410	102485	102335	102465	33698	110038	5
2022.01.06	15:30:00	102465	102490	102315	102390	40819	135848	5
2022.01.06	15:35:00	102385	102475	102335	102400	38503	134132	5
2022.01.06	15:40:00	102400	102580	102390	102490	40248	142069	5
