<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.01.04	13:45:00	104640	104935	104620	104880	106485	366868	5
2022.01.04	14:00:00	104885	104960	104660	104855	117251	410543	5
2022.01.04	14:15:00	104860	104965	104785	104945	83602	295994	5
2022.01.04	14:30:00	104945	104950	104665	104895	119242	412586	5
2022.01.04	14:45:00	104900	104935	104695	104760	91078	325642	5
2022.01.04	15:00:00	104760	104890	104650	104690	100666	364931	5
2022.01.04	15:15:00	104690	104720	104310	104490	135484	465347	5
2022.01.04	15:30:00	104495	104555	104295	104450	107084	367577	5
2022.01.04	15:45:00	104450	104540	104365	104480	84245	293955	5
2022.01.04	16:00:00	104485	104525	104395	104505	57614	217816	5
2022.01.04	16:15:00	104510	104585	104460	104560	60013	237255	5
2022.01.04	16:30:00	104560	104710	104460	104580	90741	339810	5
2022.01.04	16:45:00	104575	104580	104200	104365	113579	424181	5
2022.01.04	17:00:00	104365	104395	104255	104330	59206	222973	5
2022.01.04	17:15:00	104335	104430	104280	104395	46472	179713	5
2022.01.04	17:30:00	104400	104405	104305	104345	40980	152382	5
2022.01.04	17:45:00	104350	104535	104315	104440	55937	202232	5
