<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.10.18	15:30:00	117125	117195	116750	116765	140319	488023	5
2022.10.18	15:45:00	116765	117125	116575	117090	157731	586966	5
2022.10.18	16:00:00	117090	117170	116880	116970	144470	540230	5
2022.10.18	16:15:00	116975	117375	116955	117275	150438	553681	5
2022.10.18	16:30:00	117280	117750	117210	117670	148461	559025	5
2022.10.18	16:45:00	117670	117825	117495	117800	111226	402211	5
2022.10.18	17:00:00	117805	117975	117740	117905	101719	362907	5
2022.10.18	17:15:00	117910	117965	117830	117895	43394	152711	5
2022.10.18	17:30:00	117895	118230	117890	118145	72222	215624	5
2022.10.18	17:45:00	118145	118260	118140	118150	24845	80358	5
2022.10.19	09:00:00	117500	117560	117140	117370	144644	393951	5
2022.10.19	09:15:00	117370	117535	117300	117440	136723	382031	5
2022.10.19	09:30:00	117440	117610	117280	117415	163414	490108	5
2022.10.19	09:45:00	117420	117855	117410	117825	176632	577956	5
2022.10.19	10:00:00	117825	117970	117670	117730	251073	787746	5
2022.10.19	10:15:00	117730	117910	117405	117460	198951	649407	5
2022.10.19	10:30:00	117460	118170	117365	117565	377730	1319597	5
2022.10.19	10:45:00	117565	117725	117285	117635	298124	1005356	5
2022.10.19	11:00:00	117635	117860	117520	117840	211880	758909	5
2022.10.19	11:15:00	117840	118360	117835	118200	201595	739523	5
2022.10.19	11:30:00	118200	118285	118040	118185	153516	501231	5
2022.10.19	11:45:00	118185	118220	117690	117835	167191	565943	5
2022.10.19	12:00:00	117835	118035	117715	117890	155856	519212	5
2022.10.19	12:15:00	117885	117965	117615	117730	128234	427560	5
2022.10.19	12:30:00	117735	118000	117615	117965	135286	469035	5
2022.10.19	12:45:00	117965	118140	117905	117935	108560	378243	5
2022.10.19	13:00:00	117940	118010	117815	117970	108772	396736	5
2022.10.19	13:15:00	117970	118170	117740	117795	124226	457057	5
2022.10.19	13:30:00	117795	118025	117675	117745	127911	493261	5
2022.10.19	13:45:00	117745	117865	117650	117840	94273	335279	5
2022.10.19	14:00:00	117840	117955	117625	117810	133670	493223	5
2022.10.19	14:15:00	117805	117985	117780	117870	92639	353317	5
2022.10.19	14:30:00	117870	117955	117690	117900	106370	380692	5
2022.10.19	14:45:00	117900	117990	117800	117855	81008	292003	5
2022.10.19	15:00:00	117855	118110	117780	117970	120521	466715	5
2022.10.19	15:15:00	117970	118075	117845	117990	96680	362078	5
2022.10.19	15:30:00	117990	118045	117800	117800	81125	308602	5
2022.10.19	15:45:00	117800	117915	117755	117865	84456	321954	5
2022.10.19	16:00:00	117865	118005	117785	117920	95282	363934	5
2022.10.19	16:15:00	117920	118520	117915	118150	163516	645635	5
2022.10.19	16:30:00	118155	118565	118080	118400	131434	482477	5
2022.10.19	16:45:00	118400	118490	118240	118470	100151	378439	5
2022.10.19	17:00:00	118470	118530	118150	118320	102991	341635	5
2022.10.19	17:15:00	118325	118330	118085	118130	56253	184162	5
2022.10.19	17:30:00	118125	118395	118115	118305	60880	179627	5
2022.10.19	17:45:00	118305	118490	118220	118255	26395	91399	5
2022.10.20	09:00:00	118860	119340	118800	119230	163185	429365	5
2022.10.20	09:15:00	119230	119515	119190	119485	126451	359251	5
2022.10.20	09:30:00	119485	119680	119380	119465	197373	586063	5
2022.10.20	09:45:00	119460	119660	119210	119210	163011	534312	5
2022.10.20	10:00:00	119210	119350	119020	119075	210737	685305	5
2022.10.20	10:15:00	119075	119275	118845	118865	180558	564606	5
2022.10.20	10:30:00	118860	119135	118815	118950	301283	1003688	5
2022.10.20	10:45:00	118955	119185	118790	118825	215543	732587	5
2022.10.20	11:00:00	118825	119325	118760	119205	246357	863991	5
2022.10.20	11:15:00	119200	119430	119165	119360	171238	592149	5
2022.10.20	11:30:00	119360	119425	119040	119090	169991	596448	5
2022.10.20	11:45:00	119095	119445	119070	119415	150251	527376	5
2022.10.20	12:00:00	119415	119415	119170	119380	111549	373867	5
2022.10.20	12:15:00	119385	119405	119155	119190	100807	333207	5
2022.10.20	12:30:00	119190	119300	119090	119150	102929	338299	5
2022.10.20	12:45:00	119155	119160	118730	118750	135590	479091	5
2022.10.20	13:00:00	118755	118815	118525	118675	128275	456190	5
2022.10.20	13:15:00	118670	118835	118650	118750	114947	419173	5
2022.10.20	13:30:00	118745	118925	118710	118840	107582	392558	5
2022.10.20	13:45:00	118835	118845	118620	118765	104595	351774	5
2022.10.20	14:00:00	118770	118775	118465	118635	122227	429881	5
2022.10.20	14:15:00	118635	118855	118590	118760	99835	358117	5
2022.10.20	14:30:00	118765	119050	118705	118865	137943	512757	5
2022.10.20	14:45:00	118865	119080	118750	119070	114051	434890	5
2022.10.20	15:00:00	119070	119075	118730	118775	105670	395702	5
2022.10.20	15:15:00	118770	118860	118680	118750	102916	371715	5
2022.10.20	15:30:00	118755	118955	118710	118750	109819	401898	5
2022.10.20	15:45:00	118750	119275	118690	119055	134594	511736	5
2022.10.20	16:00:00	119055	119320	119050	119185	124345	475539	5
2022.10.20	16:15:00	119185	119205	118885	119000	98674	376791	5
2022.10.20	16:30:00	119000	119230	118900	119195	93606	381837	5
2022.10.20	16:45:00	119200	119295	119080	119185	109776	432677	5
2022.10.20	17:00:00	119180	119360	119030	119085	92122	341507	5
2022.10.20	17:15:00	119085	119130	118920	118990	51531	189064	5
2022.10.20	17:30:00	118995	119030	118830	118900	32544	117205	5
2022.10.20	17:45:00	118900	118980	118855	118950	15220	57842	5
2022.10.21	09:00:00	118385	118850	118360	118715	140971	357720	5
2022.10.21	09:15:00	118715	118760	118560	118635	129546	375077	5
2022.10.21	09:30:00	118630	118670	118500	118590	123329	391781	5
2022.10.21	09:45:00	118595	118720	118280	118620	192417	591256	5
2022.10.21	10:00:00	118620	119175	118610	118795	297616	958741	5
2022.10.21	10:15:00	118800	119095	118620	118950	233046	723197	5
2022.10.21	10:30:00	118955	119515	118835	119455	398070	1337384	5
2022.10.21	10:45:00	119460	119885	119430	119870	290974	1009038	5
2022.10.21	11:00:00	119870	120425	119835	120320	254619	946852	5
2022.10.21	11:15:00	120320	120350	119990	120000	159042	559665	5
2022.10.21	11:30:00	120000	120170	119875	120105	216070	763554	5
2022.10.21	11:45:00	120100	120270	120015	120135	187202	616751	5
2022.10.21	12:00:00	120135	120150	119855	120030	187768	678499	5
2022.10.21	12:15:00	120025	120230	120005	120145	139841	468029	5
2022.10.21	12:30:00	120145	120295	120035	120200	114137	373320	5
2022.10.21	12:45:00	120195	120375	120155	120365	123750	415667	5
2022.10.21	13:00:00	120365	120590	120360	120515	138524	477991	5
2022.10.21	13:15:00	120520	120710	120455	120575	127728	430196	5
2022.10.21	13:30:00	120575	120785	120575	120655	106954	354447	5
2022.10.21	13:45:00	120655	120700	120515	120545	72343	245393	5
2022.10.21	14:00:00	120545	120965	120520	120935	127107	478454	5
2022.10.21	14:15:00	120935	121110	120835	120970	111052	411968	5
2022.10.21	14:30:00	120970	121175	120880	121060	93573	332256	5
2022.10.21	14:45:00	121065	121340	121060	121235	108082	377171	5
2022.10.21	15:00:00	121235	121775	121225	121545	162124	602018	5
2022.10.21	15:15:00	121550	121615	121370	121550	111619	400694	5
2022.10.21	15:30:00	121545	121620	121400	121460	87339	296413	5
2022.10.21	15:45:00	121460	121715	121415	121640	87230	318191	5
2022.10.21	16:00:00	121645	122215	121590	122100	141844	551251	5
2022.10.21	16:15:00	122100	122825	122095	122420	181439	750712	5
2022.10.21	16:30:00	122420	122465	122055	122070	114989	434141	5
2022.10.21	16:45:00	122065	122245	121980	122150	111037	383667	5
2022.10.21	17:00:00	122150	122400	122085	122385	74295	274256	5
2022.10.21	17:15:00	122390	122585	122205	122320	72465	249180	5
2022.10.21	17:30:00	122320	122400	122225	122365	50575	186250	5
2022.10.21	17:45:00	122365	122555	122325	122370	30175	121786	5
2022.10.24	09:00:00	121825	121835	120915	120945	229813	568498	5
2022.10.24	09:15:00	120950	121015	120310	120320	207797	584650	5
2022.10.24	09:30:00	120320	120595	120275	120560	161468	451318	5
2022.10.24	09:45:00	120560	120570	120330	120375	132274	359733	5
2022.10.24	10:00:00	120370	120560	120200	120430	227193	623850	5
2022.10.24	10:15:00	120435	120540	120080	120120	206626	561136	5
2022.10.24	10:30:00	120125	120310	119555	119570	356011	1043313	5
2022.10.24	10:45:00	119570	119900	119215	119540	337415	1037865	5
2022.10.24	11:00:00	119540	119565	119120	119435	249553	778548	5
2022.10.24	11:15:00	119440	119450	118870	119140	227766	756113	5
2022.10.24	11:30:00	119140	119360	118900	119125	225669	772553	5
2022.10.24	11:45:00	119125	119435	119015	119365	175506	606134	5
2022.10.24	12:00:00	119365	119460	119120	119205	159851	549375	5
2022.10.24	12:15:00	119205	119375	119015	119185	159108	551114	5
2022.10.24	12:30:00	119185	119250	118955	118955	127705	428671	5
2022.10.24	12:45:00	118955	118995	118700	118855	165639	586374	5
2022.10.24	13:00:00	118855	118950	118750	118820	106902	357808	5
2022.10.24	13:15:00	118820	118900	118680	118755	97133	333458	5
2022.10.24	13:30:00	118750	118800	118310	118495	163805	624965	5
2022.10.24	13:45:00	118495	118610	118345	118390	112628	421977	5
2022.10.24	14:00:00	118390	118430	117830	117885	178513	728431	5
2022.10.24	14:15:00	117880	117910	117665	117800	147559	584284	5
2022.10.24	14:30:00	117800	118055	117775	117985	145149	557622	5
2022.10.24	14:45:00	117980	118145	117880	118000	109403	414888	5
2022.10.24	15:00:00	118000	118210	117900	118050	119702	451863	5
2022.10.24	15:15:00	118050	118240	118010	118075	108468	426375	5
2022.10.24	15:30:00	118075	118145	117965	118085	102525	381879	5
2022.10.24	15:45:00	118080	118095	117680	117740	144927	543930	5
2022.10.24	16:00:00	117740	117940	117705	117855	105263	387517	5
2022.10.24	16:15:00	117855	118000	117795	117980	95046	335419	5
2022.10.24	16:30:00	117975	118280	117910	117925	134607	494038	5
2022.10.24	16:45:00	117920	118095	117830	117935	97139	332964	5
2022.10.24	17:00:00	117940	117980	117855	117945	52720	174615	5
2022.10.24	17:15:00	117945	118140	117875	117925	66407	243371	5
2022.10.24	17:30:00	117930	118080	117880	117890	64535	208960	5
2022.10.24	17:45:00	117890	118050	117765	118050	30755	116282	5
2022.10.25	09:00:00	118020	118675	117680	118155	226673	562983	5
2022.10.25	09:15:00	118155	118180	117930	118090	129630	369984	5
2022.10.25	09:30:00	118090	118095	117320	117390	241207	722466	5
2022.10.25	09:45:00	117390	117650	117340	117525	160764	465129	5
2022.10.25	10:00:00	117520	117690	117055	117055	296763	868735	5
2022.10.25	10:15:00	117060	117295	116640	116920	274232	846789	5
2022.10.25	10:30:00	116915	117025	116470	116725	273916	841639	5
2022.10.25	10:45:00	116725	117375	116695	117350	215756	665699	5
2022.10.25	11:00:00	117350	117685	117135	117590	248874	761957	5
2022.10.25	11:15:00	117590	117975	117555	117820	189449	599239	5
2022.10.25	11:30:00	117815	117830	117330	117520	175656	561887	5
2022.10.25	11:45:00	117520	117600	117375	117480	115634	364611	5
2022.10.25	12:00:00	117480	117995	117470	117745	141584	472735	5
2022.10.25	12:15:00	117745	117810	117525	117735	119263	388603	5
2022.10.25	12:30:00	117730	117975	117645	117870	106868	342114	5
2022.10.25	12:45:00	117870	117875	117600	117720	91168	290092	5
2022.10.25	13:00:00	117720	118080	117715	117910	98499	317578	5
2022.10.25	13:15:00	117905	117930	117560	117590	92551	308985	5
2022.10.25	13:30:00	117585	117695	117375	117400	110492	369353	5
2022.10.25	13:45:00	117395	117440	117150	117260	115236	383991	5
2022.10.25	14:00:00	117255	117365	117060	117080	116593	386195	5
2022.10.25	14:15:00	117080	117380	117065	117350	99932	324642	5
2022.10.25	14:30:00	117350	117460	117190	117275	107151	362472	5
2022.10.25	14:45:00	117280	117375	117160	117180	80238	273262	5
2022.10.25	15:00:00	117175	117295	116960	117070	104092	379139	5
2022.10.25	15:15:00	117065	117185	116890	117155	120551	447108	5
2022.10.25	15:30:00	117155	117170	116760	116765	93621	334481	5
2022.10.25	15:45:00	116765	116890	116750	116780	63942	225025	5
2022.10.25	16:00:00	116780	116880	116615	116870	94706	337852	5
2022.10.25	16:15:00	116870	116960	116760	116870	99085	374751	5
2022.10.25	16:30:00	116870	116975	116705	116815	91077	349605	5
2022.10.25	16:45:00	116815	116820	116290	116345	115057	428614	5
2022.10.25	17:00:00	116345	116400	116180	116240	101917	336356	5
2022.10.25	17:15:00	116240	116345	116195	116260	46059	158925	5
2022.10.25	17:30:00	116265	116295	116055	116180	61560	199259	5
2022.10.25	17:45:00	116185	116225	116040	116150	20623	83261	5
2022.10.26	09:00:00	116395	116830	116220	116385	224180	580912	5
2022.10.26	09:15:00	116385	116525	116200	116405	179689	495113	5
2022.10.26	09:30:00	116405	116470	115290	115335	288258	820733	5
2022.10.26	09:45:00	115335	115405	114975	115175	183858	552887	5
2022.10.26	10:00:00	115175	115245	114870	114990	232051	669493	5
2022.10.26	10:15:00	114990	115060	114640	114870	208150	589222	5
2022.10.26	10:30:00	114870	115615	114845	115365	307902	944021	5
2022.10.26	10:45:00	115365	115450	114885	114895	249878	707496	5
2022.10.26	11:00:00	114890	115360	114885	115255	269472	748841	5
2022.10.26	11:15:00	115255	115600	115150	115400	216381	636277	5
2022.10.26	11:30:00	115395	115435	114930	115100	187455	555772	5
2022.10.26	11:45:00	115105	115240	114960	115050	141865	441580	5
2022.10.26	12:00:00	115050	115510	115045	115380	149311	486186	5
2022.10.26	12:15:00	115380	115545	115290	115490	119002	380260	5
2022.10.26	12:30:00	115490	115910	115445	115815	151944	491903	5
2022.10.26	12:45:00	115820	116015	115690	115825	128274	408642	5
2022.10.26	13:00:00	115825	116000	115670	115720	106804	333309	5
2022.10.26	13:15:00	115715	115830	115615	115815	96192	287308	5
2022.10.26	13:30:00	115815	116175	115775	115810	136984	435917	5
2022.10.26	13:45:00	115805	115855	115065	115105	157560	525467	5
2022.10.26	14:00:00	115105	115350	115020	115315	131853	420832	5
2022.10.26	14:15:00	115310	115400	115105	115210	120989	354948	5
2022.10.26	14:30:00	115215	115365	115105	115295	98932	322597	5
2022.10.26	14:45:00	115290	115625	115240	115545	122192	381758	5
2022.10.26	15:00:00	115550	115590	115220	115260	113399	366277	5
2022.10.26	15:15:00	115255	115295	115000	115025	137807	445594	5
2022.10.26	15:30:00	115030	115075	114850	114910	112427	368875	5
2022.10.26	15:45:00	114910	114990	114525	114615	157398	561818	5
2022.10.26	16:00:00	114610	114620	114320	114410	153663	539573	5
2022.10.26	16:15:00	114415	114465	114240	114305	112319	382688	5
2022.10.26	16:30:00	114305	114560	114305	114535	98737	340925	5
2022.10.26	16:45:00	114535	114670	114410	114445	98734	354012	5
2022.10.26	17:00:00	114450	114520	114195	114455	123171	385166	5
2022.10.26	17:15:00	114455	114500	114320	114415	42740	141526	5
2022.10.26	17:30:00	114420	114635	114380	114600	39503	139794	5
2022.10.26	17:45:00	114595	115250	114580	115250	28564	110787	5
2022.10.27	09:00:00	114900	115555	114300	115255	317293	771906	5
2022.10.27	09:15:00	115250	115620	114730	115535	269451	623099	5
2022.10.27	09:30:00	115530	115950	115100	115350	235963	611092	5
2022.10.27	09:45:00	115350	115375	114795	115145	269877	712142	5
2022.10.27	10:00:00	115140	115315	114655	114675	297065	771053	5
2022.10.27	10:15:00	114675	115080	114620	114790	277596	763513	5
2022.10.27	10:30:00	114790	115495	114690	115395	391430	1180512	5
2022.10.27	10:45:00	115400	115655	114965	115650	288158	847534	5
2022.10.27	11:00:00	115650	116035	115280	115880	299723	900976	5
2022.10.27	11:15:00	115875	115955	115620	115780	193834	592450	5
2022.10.27	11:30:00	115780	115915	115015	115030	212277	642507	5
2022.10.27	11:45:00	115025	115340	114910	115225	204945	645687	5
2022.10.27	12:00:00	115220	115610	115200	115560	166634	530222	5
2022.10.27	12:15:00	115555	115640	115285	115545	169754	525252	5
2022.10.27	12:30:00	115545	115690	115295	115335	165429	523259	5
2022.10.27	12:45:00	115340	115750	115270	115750	136273	455572	5
2022.10.27	13:00:00	115750	116060	115650	116020	142471	474480	5
2022.10.27	13:15:00	116020	116125	115715	115730	127608	415797	5
2022.10.27	13:30:00	115725	115965	115670	115800	112865	377162	5
2022.10.27	13:45:00	115805	115950	115715	115915	93055	323351	5
2022.10.27	14:00:00	115920	116330	115850	116230	142634	506357	5
2022.10.27	14:15:00	116225	116425	116075	116280	118323	429747	5
2022.10.27	14:30:00	116285	116330	116105	116260	92573	310974	5
2022.10.27	14:45:00	116260	116340	115875	115905	129041	445201	5
2022.10.27	15:00:00	115905	116165	115900	116110	107596	382146	5
2022.10.27	15:15:00	116110	116200	116005	116065	95674	333136	5
2022.10.27	15:30:00	116065	116190	115915	115935	86770	317207	5
2022.10.27	15:45:00	115940	116075	115875	115985	96398	362525	5
2022.10.27	16:00:00	115985	116310	115960	116205	146646	597530	5
2022.10.27	16:15:00	116200	116510	116195	116495	116909	453828	5
2022.10.27	16:30:00	116495	118215	116390	117725	202620	808990	5
2022.10.27	16:45:00	117730	117740	116410	116595	234923	803317	5
2022.10.27	17:00:00	116595	116935	115885	115930	220506	563274	5
2022.10.27	17:15:00	115925	115945	114625	115235	204636	504002	5
2022.10.27	17:30:00	115230	115795	114775	115415	150239	343011	5
2022.10.27	17:45:00	115415	115950	115365	115615	41345	91931	5
2022.10.28	09:00:00	114465	115125	114415	114915	165246	405095	5
2022.10.28	09:15:00	114915	115015	114555	114720	172953	464829	5
2022.10.28	09:30:00	114705	115495	114545	114885	313961	751584	5
2022.10.28	09:45:00	114885	115215	114725	115165	203181	560387	5
2022.10.28	10:00:00	115165	115650	115035	115525	243769	666068	5
2022.10.28	10:15:00	115525	116250	115490	115885	257683	718561	5
2022.10.28	10:30:00	115885	116125	115435	115665	315968	875882	5
2022.10.28	10:45:00	115665	116015	115495	115995	228417	671873	5
2022.10.28	11:00:00	116000	116280	115250	115535	333937	911699	5
2022.10.28	11:15:00	115535	115730	115370	115435	242641	722099	5
2022.10.28	11:30:00	115440	115540	114875	115290	207908	630342	5
2022.10.28	11:45:00	115295	115530	115215	115460	164522	526128	5
2022.10.28	12:00:00	115465	115665	115310	115415	157958	517619	5
2022.10.28	12:15:00	115415	115800	115370	115570	146623	459184	5
2022.10.28	12:30:00	115570	116070	115540	115920	159974	504133	5
2022.10.28	12:45:00	115920	116105	115820	115860	113237	354556	5
2022.10.28	13:00:00	115855	115975	115695	115970	117217	379772	5
2022.10.28	13:15:00	115970	116075	115860	115935	95598	307750	5
2022.10.28	13:30:00	115940	116205	115910	116125	102653	342944	5
2022.10.28	13:45:00	116125	116430	116055	116235	113562	383862	5
2022.10.28	14:00:00	116235	116250	116010	116160	103875	352939	5
