<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.01.16	14:00:00	110420	110585	110130	110400	307872	940718	5
2023.01.16	15:00:00	110400	110400	109705	109925	400096	1182647	5
2023.01.16	16:00:00	109925	110190	109825	110020	260025	777521	5
2023.01.16	17:00:00	110025	110170	109895	110020	194547	605710	5
2023.01.16	18:00:00	110015	110165	109955	109955	46921	177374	5
2023.01.17	09:00:00	110000	110560	109940	110490	660478	1757074	5
2023.01.17	10:00:00	110490	111710	110455	111240	906505	2621581	5
2023.01.17	11:00:00	111235	111840	111065	111690	793093	2383867	5
2023.01.17	12:00:00	111685	111865	111550	111780	488124	1543784	5
2023.01.17	13:00:00	111775	112385	111715	112260	423461	1399161	5
2023.01.17	14:00:00	112265	112290	111995	112150	247252	834916	5
2023.01.17	15:00:00	112145	112190	111780	111850	263638	867244	5
2023.01.17	16:00:00	111850	112390	111760	112240	375631	1282502	5
2023.01.17	17:00:00	112245	112660	112235	112505	261578	944011	5
2023.01.17	18:00:00	112500	112615	112375	112520	76285	248836	5
2023.01.18	09:00:00	112920	113795	112830	113675	720147	1957899	5
2023.01.18	10:00:00	113675	114015	113285	113710	1014322	2826438	5
2023.01.18	11:00:00	113710	114120	113500	113670	807898	2395362	5
2023.01.18	12:00:00	113675	114340	113545	113935	705493	2169505	5
2023.01.18	13:00:00	113935	114045	113450	113830	578939	1855851	5
2023.01.18	14:00:00	113835	113900	113100	113280	538153	1721896	5
2023.01.18	15:00:00	113285	113930	113155	113665	492435	1581538	5
2023.01.18	16:00:00	113665	113825	113445	113610	327062	1035364	5
2023.01.18	17:00:00	113615	113620	113140	113190	291006	945453	5
2023.01.18	18:00:00	113185	113280	112825	113000	92833	324596	5
2023.01.19	09:00:00	111750	112000	111505	111800	592830	1514084	5
2023.01.19	10:00:00	111795	113295	111775	113155	1055848	2962740	5
2023.01.19	11:00:00	113155	113545	112790	112910	734609	2159720	5
2023.01.19	12:00:00	112915	113210	112695	112875	558343	1669376	5
2023.01.19	13:00:00	112880	112915	112390	112695	511485	1515929	5
2023.01.19	14:00:00	112690	113090	112690	112930	374214	1115968	5
2023.01.19	15:00:00	112935	113740	112765	113635	586577	1790285	5
2023.01.19	16:00:00	113630	114130	113390	113935	413758	1294479	5
2023.01.19	17:00:00	113940	114170	113715	113775	273581	862393	5
2023.01.19	18:00:00	113770	113905	113515	113515	87353	275721	5
2023.01.20	09:00:00	113880	114010	113385	113525	700097	1876644	5
2023.01.20	10:00:00	113525	113735	112635	112750	1021324	2917482	5
2023.01.20	11:00:00	112755	113165	112545	112950	674703	1957572	5
2023.01.20	12:00:00	112955	113290	112845	113230	505124	1518875	5
2023.01.20	13:00:00	113230	113370	112705	112815	413074	1386201	5
2023.01.20	14:00:00	112810	113075	112640	113015	339818	1153491	5
2023.01.20	15:00:00	113010	113095	112725	112980	446094	1501843	5
2023.01.20	16:00:00	112975	113160	112890	113080	276943	913557	5
2023.01.20	17:00:00	113085	113185	112985	113030	210346	734062	5
2023.01.20	18:00:00	113030	113060	112790	113060	85743	249950	5
2023.01.23	09:00:00	113200	113355	112655	112905	708271	1762277	5
2023.01.23	10:00:00	112905	113880	112860	113485	1017255	2761090	5
2023.01.23	11:00:00	113490	113540	112615	113315	838013	2446046	5
2023.01.23	12:00:00	113315	113635	113155	113555	601237	1844641	5
2023.01.23	13:00:00	113550	113765	113090	113225	469731	1467617	5
2023.01.23	14:00:00	113230	113470	113060	113260	396470	1222138	5
2023.01.23	15:00:00	113265	113290	112895	113130	395015	1271611	5
2023.01.23	16:00:00	113130	113210	112550	112725	400436	1355166	5
2023.01.23	17:00:00	112725	112885	112375	112670	373740	1213369	5
2023.01.23	18:00:00	112670	112680	112275	112360	97805	296194	5
2023.01.24	09:00:00	112065	112920	111870	112795	598130	1661958	5
2023.01.24	10:00:00	112795	113400	112455	112865	874100	2622968	5
2023.01.24	11:00:00	112870	113605	112705	112725	832122	2605666	5
2023.01.24	12:00:00	112725	113300	112635	113105	549682	1713484	5
2023.01.24	13:00:00	113105	113370	112845	113190	415750	1281187	5
2023.01.24	14:00:00	113190	113255	112945	113055	271427	899987	5
2023.01.24	15:00:00	113055	113185	112955	113030	275654	946088	5
2023.01.24	16:00:00	113030	113800	112875	113715	420639	1430028	5
2023.01.24	17:00:00	113715	113870	113525	113760	313920	1154137	5
2023.01.24	18:00:00	113755	114000	113750	113900	106551	347833	5
2023.01.25	09:00:00	113475	114065	113200	113635	616862	1569846	5
2023.01.25	10:00:00	113630	113875	112685	113170	925683	2669961	5
2023.01.25	11:00:00	113170	113340	112670	112920	789097	2310661	5
2023.01.25	12:00:00	112925	114665	112585	114600	814883	2461651	5
2023.01.25	13:00:00	114595	114905	114275	114315	506821	1585350	5
2023.01.25	14:00:00	114315	114680	114285	114380	322666	1012330	5
2023.01.25	15:00:00	114380	114785	114275	114615	353089	1141994	5
2023.01.25	16:00:00	114615	115145	114535	115045	404233	1335924	5
2023.01.25	17:00:00	115045	115170	114920	115055	218053	732612	5
2023.01.25	18:00:00	115060	115295	115045	115295	61897	215721	5
2023.01.26	09:00:00	115045	115530	114955	115280	688895	1821243	5
2023.01.26	10:00:00	115280	115585	114680	115015	999847	2726476	5
2023.01.26	11:00:00	115015	115470	114420	114675	897891	2712766	5
2023.01.26	12:00:00	114675	114990	114400	114460	576100	1821087	5
2023.01.26	13:00:00	114460	114730	114375	114520	365865	1161774	5
2023.01.26	14:00:00	114525	114775	114270	114595	341805	1122055	5
2023.01.26	15:00:00	114595	115075	114520	114745	403539	1342216	5
2023.01.26	16:00:00	114745	114975	114685	114860	292310	1041880	5
2023.01.26	17:00:00	114855	115125	114735	115060	214527	777506	5
2023.01.26	18:00:00	115065	115105	114635	114635	67455	219990	5
2023.01.27	09:00:00	114830	115070	114430	114560	548465	1529152	5
2023.01.27	10:00:00	114555	114755	114120	114225	855016	2563604	5
2023.01.27	11:00:00	114230	114275	113095	113355	778248	2391691	5
2023.01.27	12:00:00	113360	113575	112625	112780	563972	1764337	5
2023.01.27	13:00:00	112785	113060	112655	112995	312517	950474	5
2023.01.27	14:00:00	112995	113315	112940	113235	327461	1000916	5
2023.01.27	15:00:00	113235	113410	113050	113180	318779	971876	5
2023.01.27	16:00:00	113175	113270	112930	113040	299559	919563	5
2023.01.27	17:00:00	113040	113325	112990	113115	240931	765836	5
2023.01.27	18:00:00	113110	113165	112825	112860	84641	251602	5
2023.01.30	09:00:00	112610	113445	112400	113400	612231	1633973	5
2023.01.30	10:00:00	113400	113625	112615	113200	996698	2786019	5
2023.01.30	11:00:00	113195	113300	112690	112715	787018	2293687	5
2023.01.30	12:00:00	112720	113220	112610	112870	573120	1753476	5
2023.01.30	13:00:00	112870	112995	112665	112825	349238	1080778	5
2023.01.30	14:00:00	112825	112970	112670	112865	364363	1137824	5
2023.01.30	15:00:00	112870	113195	112660	112835	408603	1306153	5
2023.01.30	16:00:00	112840	112950	112375	112540	326043	1076342	5
2023.01.30	17:00:00	112545	112765	112415	112725	260375	861459	5
2023.01.30	18:00:00	112725	113090	112725	113065	83999	259694	5
2023.01.31	09:00:00	112655	112995	112490	112815	474720	1280596	5
2023.01.31	10:00:00	112820	113505	112725	113425	1045211	2953295	5
2023.01.31	11:00:00	113420	114095	113420	113835	743099	2229472	5
2023.01.31	12:00:00	113840	114050	113570	113915	453906	1329441	5
2023.01.31	13:00:00	113920	113965	113535	113745	341570	1029778	5
2023.01.31	14:00:00	113745	113940	113725	113760	280619	868238	5
2023.01.31	15:00:00	113765	114015	113705	113870	281638	862978	5
2023.01.31	16:00:00	113875	114170	113850	114035	303855	945953	5
2023.01.31	17:00:00	114040	114265	114005	114240	216258	713273	5
2023.01.31	18:00:00	114240	114260	113920	113980	84952	256609	5
2023.02.01	09:00:00	113860	114080	113640	113775	531799	1427909	5
2023.02.01	10:00:00	113775	114110	113000	113050	1007907	2848926	5
2023.02.01	11:00:00	113055	113170	112475	112555	751520	2174418	5
2023.02.01	12:00:00	112560	112580	112050	112190	563443	1682451	5
2023.02.01	13:00:00	112185	112465	112065	112115	336164	1068209	5
2023.02.01	14:00:00	112110	112225	111155	111450	557539	1850569	5
2023.02.01	15:00:00	111455	111900	111365	111790	396097	1306621	5
2023.02.01	16:00:00	111790	112545	111415	112280	860527	2510049	5
2023.02.01	17:00:00	112280	113040	112240	112480	574371	1807128	5
2023.02.01	18:00:00	112480	112800	112275	112730	123355	367062	5
2023.02.02	09:00:00	112100	112160	110995	111540	732412	1870098	5
2023.02.02	10:00:00	111545	113445	111510	112975	1085194	3000567	5
2023.02.02	11:00:00	112980	113120	111675	111825	838061	2512165	5
2023.02.02	12:00:00	111825	111910	110865	111620	778375	2434552	5
2023.02.02	13:00:00	111620	111755	111285	111675	421062	1301999	5
2023.02.02	14:00:00	111675	111875	111555	111750	379653	1267169	5
2023.02.02	15:00:00	111750	111825	111195	111275	357396	1163176	5
2023.02.02	16:00:00	111275	111550	110365	110515	586174	1890294	5
2023.02.02	17:00:00	110520	110560	110100	110455	392120	1260781	5
2023.02.02	18:00:00	110455	110575	110220	110365	87285	278304	5
2023.02.03	09:00:00	109850	110150	109405	109970	699858	1898491	5
2023.02.03	10:00:00	109975	110420	109375	110095	1094677	2854924	5
2023.02.03	11:00:00	110095	110965	110040	110520	864505	2562491	5
2023.02.03	12:00:00	110510	110770	109945	110160	689025	2032377	5
2023.02.03	13:00:00	110160	110320	109835	109890	450677	1337630	5
2023.02.03	14:00:00	109885	110180	109730	109820	389210	1209784	5
2023.02.03	15:00:00	109825	109840	109170	109455	522961	1601703	5
2023.02.03	16:00:00	109460	109525	108625	108715	438209	1390755	5
2023.02.03	17:00:00	108715	109080	108465	108920	319438	1069845	5
2023.02.03	18:00:00	108920	108975	108705	108830	77663	257167	5
2023.02.06	09:00:00	108350	108550	108115	108395	576217	1459125	5
2023.02.06	10:00:00	108395	108840	107995	108290	1057969	2998171	5
2023.02.06	11:00:00	108285	108575	107795	108105	959377	2846757	5
2023.02.06	12:00:00	108105	108270	107700	108225	661444	2003091	5
2023.02.06	13:00:00	108225	108625	108130	108300	509104	1571169	5
2023.02.06	14:00:00	108295	108480	108195	108300	408615	1261871	5
2023.02.06	15:00:00	108300	108765	108105	108705	554333	1785492	5
2023.02.06	16:00:00	108705	109015	108630	108825	417027	1395563	5
2023.02.06	17:00:00	108820	109140	108555	108960	400272	1318635	5
2023.02.06	18:00:00	108960	109260	108830	109000	96416	306401	5
2023.02.07	09:00:00	109355	109695	109075	109145	689926	1810574	5
2023.02.07	10:00:00	109145	109260	108280	108900	1196569	3301329	5
2023.02.07	11:00:00	108895	109105	108220	108585	887700	2594130	5
2023.02.07	12:00:00	108585	108615	107850	108095	615633	1877977	5
2023.02.07	13:00:00	108090	108300	107955	108040	402274	1243557	5
2023.02.07	14:00:00	108035	108755	107725	108575	683793	1984591	5
2023.02.07	15:00:00	108575	108640	107435	107845	862353	2367831	5
2023.02.07	16:00:00	107840	108440	107825	108075	490695	1429103	5
2023.02.07	17:00:00	108075	108345	107970	108155	350787	1025539	5
2023.02.07	18:00:00	108150	108165	107835	108100	96038	251463	5
2023.02.08	09:00:00	108500	109275	108450	108960	664489	1807849	5
2023.02.08	10:00:00	108955	109155	108615	108885	945797	2805052	5
2023.02.08	11:00:00	108890	109555	108530	109275	956120	2940366	5
2023.02.08	12:00:00	109275	109510	108820	109090	626589	1848746	5
2023.02.08	13:00:00	109090	109480	108650	109160	587329	1804225	5
2023.02.08	14:00:00	109165	109365	108865	109180	415421	1246563	5
2023.02.08	15:00:00	109180	110035	109165	109835	620035	1975325	5
2023.02.08	16:00:00	109830	110485	109755	110265	468424	1518293	5
2023.02.08	17:00:00	110265	110295	109880	110030	288489	939562	5
2023.02.08	18:00:00	110030	110440	110000	110440	90218	309168	5
2023.02.09	09:00:00	110845	110870	110040	110165	602445	1604120	5
2023.02.09	10:00:00	110170	110175	109555	110160	880229	2481502	5
2023.02.09	11:00:00	110155	110215	108720	108755	1028802	2994923	5
2023.02.09	12:00:00	108755	109185	108665	109000	553235	1658477	5
2023.02.09	13:00:00	109000	109115	108540	108870	465986	1459253	5
2023.02.09	14:00:00	108870	109455	108825	109060	479537	1545318	5
2023.02.09	15:00:00	109060	109075	108360	108545	546476	1752260	5
2023.02.09	16:00:00	108545	108655	108250	108325	481401	1564329	5
2023.02.09	17:00:00	108330	108405	107920	108340	407437	1398114	5
2023.02.09	18:00:00	108340	108460	107975	108095	98558	300017	5
2023.02.10	09:00:00	107650	107770	107120	107425	671538	1826609	5
2023.02.10	10:00:00	107425	108800	107380	108575	1014805	3028668	5
2023.02.10	11:00:00	108575	108675	107895	108120	737555	2307581	5
2023.02.10	12:00:00	108115	108300	107815	107915	574347	1811427	5
2023.02.10	13:00:00	107915	108130	107720	107890	362624	1133202	5
2023.02.10	14:00:00	107890	108060	107770	107995	352230	1156869	5
2023.02.10	15:00:00	107990	108260	107850	107985	405389	1368150	5
2023.02.10	16:00:00	107985	108285	107910	108275	282851	972701	5
2023.02.10	17:00:00	108270	108500	108125	108200	282293	987210	5
2023.02.10	18:00:00	108200	108345	108055	108055	62764	204230	5
2023.02.13	09:00:00	108175	108205	107730	107915	541973	1458168	5
2023.02.13	10:00:00	107915	108050	107470	107725	867187	2503341	5
2023.02.13	11:00:00	107730	109250	107510	109180	979339	3158619	5
2023.02.13	12:00:00	109180	109290	108860	108895	465138	1491017	5
2023.02.13	13:00:00	108900	109135	108750	109120	287770	910848	5
2023.02.13	14:00:00	109120	109350	108940	108995	367271	1238062	5
2023.02.13	15:00:00	109000	109095	108780	108970	322306	1100017	5
2023.02.13	16:00:00	108975	109075	108695	108840	278283	954889	5
2023.02.13	17:00:00	108840	108995	108745	108920	218683	770284	5
2023.02.13	18:00:00	108915	109150	108905	109150	70484	266364	5
2023.02.14	09:00:00	109350	109745	109260	109410	557534	1504387	5
2023.02.14	10:00:00	109405	109700	108550	108945	1244254	3580447	5
2023.02.14	11:00:00	108950	109295	108455	109275	894721	2761225	5
2023.02.14	12:00:00	109270	109345	108055	108135	659449	2186228	5
2023.02.14	13:00:00	108135	108330	107885	108150	456389	1431154	5
2023.02.14	14:00:00	108145	108215	107730	107935	429534	1421522	5
2023.02.14	15:00:00	107935	108250	107860	107865	422243	1455394	5
2023.02.14	16:00:00	107870	108020	107560	107665	379362	1351152	5
2023.02.14	17:00:00	107670	108130	107550	107875	309402	1111918	5
2023.02.14	18:00:00	107875	107915	107680	107770	83979	243658	5
2023.02.15	09:00:00	109800	109920	109145	109225	460026	1342942	5
2023.02.15	10:00:00	109225	110365	109005	109710	888059	2830032	5
2023.02.15	11:00:00	109715	110850	109645	110480	665904	2105667	5
2023.02.15	12:00:00	110485	110980	110370	110855	440705	1400191	5
2023.02.15	13:00:00	110855	110915	110570	110725	297352	1006715	5
2023.02.15	14:00:00	110725	111430	110620	111420	404769	1410519	5
2023.02.15	15:00:00	111420	112050	111335	111855	474021	1726604	5
2023.02.15	16:00:00	111860	112100	111465	111490	316143	1190832	5
2023.02.15	17:00:00	111490	111535	111060	111450	296666	1123195	5
2023.02.15	18:00:00	111455	111645	111405	111465	66922	244638	5
2023.02.16	09:00:00	111540	111785	110670	110760	575021	1582918	5
2023.02.16	10:00:00	110760	110995	110410	110985	921071	2670328	5
2023.02.16	11:00:00	110985	111180	110075	110300	748277	2429271	5
2023.02.16	12:00:00	110300	110700	110075	110495	545241	1787066	5
2023.02.16	13:00:00	110500	110835	110355	110585	392901	1301165	5
2023.02.16	14:00:00	110585	110895	110460	110825	402456	1400025	5
2023.02.16	15:00:00	110830	111590	110825	111410	566922	2086379	5
2023.02.16	16:00:00	111415	112255	111195	112090	549174	2027562	5
2023.02.16	17:00:00	112085	112135	111480	111770	402741	1554362	5
2023.02.16	18:00:00	111770	112200	111600	112185	87252	362336	5
2023.02.17	09:00:00	111245	111320	110940	111220	490420	1403557	5
2023.02.17	10:00:00	111220	111370	110690	111285	857243	2477632	5
2023.02.17	11:00:00	111285	111440	110675	111005	826283	2589983	5
2023.02.17	12:00:00	111010	111635	110980	111050	694056	2180011	5
2023.02.17	13:00:00	111050	111275	110930	111235	375324	1228504	5
2023.02.17	14:00:00	111230	111525	111175	111255	378099	1261619	5
2023.02.17	15:00:00	111260	111375	111040	111165	319599	1078092	5
2023.02.17	16:00:00	111165	111330	111085	111330	250874	888388	5
2023.02.17	17:00:00	111325	111385	110855	110865	245606	907821	5
2023.02.17	18:00:00	110860	110995	110695	110695	57360	210036	5
2023.02.22	13:00:00	109885	109915	108275	108735	715956	2208367	5
2023.02.22	14:00:00	108735	109135	108560	108870	522448	1746743	5
2023.02.22	15:00:00	108865	109040	108645	108740	390799	1317795	5
2023.02.22	16:00:00	108735	108920	108290	108420	604386	2014150	5
2023.02.22	17:00:00	108420	108795	108390	108770	296032	1023915	5
2023.02.22	18:00:00	108775	108830	108495	108495	65725	229675	5
2023.02.23	09:00:00	109110	109270	108725	108745	529164	1453899	5
2023.02.23	10:00:00	108745	109680	108655	109520	905989	2780004	5
2023.02.23	11:00:00	109520	110365	109490	110170	675280	2307756	5
2023.02.23	12:00:00	110165	110205	109100	109260	513947	1862856	5
2023.02.23	13:00:00	109255	109365	108330	108460	544103	1940043	5
2023.02.23	14:00:00	108465	108655	108210	108595	376166	1305458	5
2023.02.23	15:00:00	108590	108700	108370	108665	295239	1130888	5
2023.02.23	16:00:00	108665	109220	108630	109060	356919	1421013	5
2023.02.23	17:00:00	109060	109460	109060	109230	242977	965051	5
2023.02.23	18:00:00	109230	109340	109175	109175	41894	166489	5
2023.02.24	09:00:00	108600	109080	108490	108860	454930	1335295	5
2023.02.24	10:00:00	108865	109100	108520	108760	851139	2717994	5
2023.02.24	11:00:00	108760	108870	107765	107920	704281	2411933	5
2023.02.24	12:00:00	107920	108040	107275	107350	511992	1812405	5
2023.02.24	13:00:00	107345	107710	107310	107645	296612	1107139	5
2023.02.24	14:00:00	107645	107665	107045	107125	328443	1214272	5
2023.02.24	15:00:00	107130	107170	106805	107030	336022	1276728	5
2023.02.24	16:00:00	107030	107430	106965	107400	257720	999191	5
2023.02.24	17:00:00	107395	107440	107235	107420	214477	821332	5
2023.02.24	18:00:00	107420	107490	107205	107490	63695	232197	5
2023.02.27	09:00:00	107955	108045	107510	107580	527211	1430387	5
2023.02.27	10:00:00	107575	107780	107050	107265	934026	2779479	5
2023.02.27	11:00:00	107265	107410	106880	107330	714051	2232165	5
2023.02.27	12:00:00	107330	107820	106660	106945	633645	2088944	5
2023.02.27	13:00:00	106950	107455	106910	107390	428491	1435413	5
2023.02.27	14:00:00	107395	107545	107225	107280	404913	1391238	5
2023.02.27	15:00:00	107285	107950	107230	107605	517828	1757432	5
2023.02.27	16:00:00	107600	107680	107105	107410	360112	1156934	5
2023.02.27	17:00:00	107410	107645	107040	107150	358935	1228251	5
2023.02.27	18:00:00	107150	107225	106925	106925	103635	419886	5
2023.02.28	09:00:00	107100	107380	106880	107195	537363	1412576	5
2023.02.28	10:00:00	107195	108265	107005	108065	969010	2791593	5
2023.02.28	11:00:00	108060	108190	106910	107100	856302	2636060	5
2023.02.28	12:00:00	107100	107360	106690	106715	610283	1935793	5
2023.02.28	13:00:00	106715	107155	106405	106880	621426	1986620	5
2023.02.28	14:00:00	106885	107485	106880	107370	477964	1592578	5
2023.02.28	15:00:00	107375	107410	106935	107145	358809	1205240	5
2023.02.28	16:00:00	107150	107500	106920	106930	364231	1236290	5
2023.02.28	17:00:00	106925	107095	106255	106255	400882	1422659	5
2023.02.28	18:00:00	106260	106350	105720	105745	117915	441005	5
2023.03.01	09:00:00	106360	106685	106235	106315	550863	1586591	5
2023.03.01	10:00:00	106310	106695	105465	105955	1068976	3307114	5
2023.03.01	11:00:00	105950	106230	105050	105155	911404	2933129	5
2023.03.01	12:00:00	105160	105305	104800	104945	656985	2191508	5
2023.03.01	13:00:00	104940	105080	104375	104700	541439	1849946	5
2023.03.01	14:00:00	104700	105035	104495	104795	497590	1663598	5
2023.03.01	15:00:00	104800	105130	104705	104805	396088	1298800	5
2023.03.01	16:00:00	104805	105520	104750	105490	404393	1436051	5
2023.03.01	17:00:00	105485	105855	105155	105765	380078	1358321	5
2023.03.01	18:00:00	105765	105985	105640	105800	72631	267176	5
2023.03.02	09:00:00	106110	106145	105355	105610	538406	1569264	5
2023.03.02	10:00:00	105610	106260	105400	106060	1024335	3125412	5
2023.03.02	11:00:00	106060	106260	105010	105450	933684	3035088	5
2023.03.02	12:00:00	105450	105680	105065	105625	556935	1822704	5
2023.03.02	13:00:00	105625	105765	105365	105410	472606	1570849	5
2023.03.02	14:00:00	105405	105710	105210	105630	364429	1227889	5
2023.03.02	15:00:00	105630	105795	105310	105460	419793	1480212	5
2023.03.02	16:00:00	105455	105595	105035	105395	446473	1550517	5
2023.03.02	17:00:00	105400	105440	104500	104535	391990	1362653	5
2023.03.02	18:00:00	104535	104700	104430	104500	97251	327876	5
2023.03.03	09:00:00	104820	105025	104555	104960	498705	1468582	5
2023.03.03	10:00:00	104965	105290	104810	105015	871017	2807234	5
2023.03.03	11:00:00	105020	105650	104810	105595	851387	2904759	5
2023.03.03	12:00:00	105600	105775	105180	105445	550910	1887078	5
2023.03.03	13:00:00	105450	105650	105355	105395	324110	1159967	5
2023.03.03	14:00:00	105395	105480	105215	105470	335622	1260051	5
2023.03.03	15:00:00	105470	105525	104870	104940	355961	1286951	5
2023.03.03	16:00:00	104940	105315	104855	105185	297602	1113502	5
2023.03.03	17:00:00	105185	105270	104830	104980	267922	1014453	5
2023.03.03	18:00:00	104980	105095	104915	104940	60566	203398	5
2023.03.06	09:00:00	104800	105520	104770	105320	447568	1299308	5
2023.03.06	10:00:00	105320	105410	104520	104555	932886	2906494	5
2023.03.06	11:00:00	104560	104970	104310	104800	740751	2341264	5
2023.03.06	12:00:00	104810	106450	104625	106140	805876	2767661	5
2023.03.06	13:00:00	106145	106225	106040	106130	294295	1132490	5
2023.03.06	14:00:00	106135	106210	105910	106005	289872	1113423	5
2023.03.06	15:00:00	106005	106095	105730	105925	366320	1374083	5
2023.03.06	16:00:00	105930	106295	105860	105985	349281	1274184	5
2023.03.06	17:00:00	105990	106270	105975	106140	256224	932497	5
2023.03.06	18:00:00	106140	106165	105860	105980	84723	290666	5
2023.03.07	09:00:00	106055	106175	105595	105805	477156	1409687	5
2023.03.07	10:00:00	105805	106350	105360	106010	1004982	3155231	5
2023.03.07	11:00:00	106010	106095	105575	105605	683216	2208494	5
2023.03.07	12:00:00	105605	105630	104755	104780	900161	2963006	5
2023.03.07	13:00:00	104780	105180	104720	104945	350999	1138237	5
2023.03.07	14:00:00	104945	105285	104815	104860	366466	1164987	5
2023.03.07	15:00:00	104860	104950	104615	104835	386850	1297897	5
2023.03.07	16:00:00	104830	105250	104800	105045	345900	1192100	5
2023.03.07	17:00:00	105045	105565	105045	105395	324267	1149275	5
2023.03.07	18:00:00	105390	105595	105330	105595	52677	179749	5
2023.03.08	09:00:00	105740	105835	105425	105620	489708	1427030	5
2023.03.08	10:00:00	105615	106790	105595	106460	995078	3009409	5
2023.03.08	11:00:00	106460	107380	106340	107235	753886	2430911	5
2023.03.08	12:00:00	107240	107960	107045	107585	671230	2268843	5
2023.03.08	13:00:00	107585	107665	107335	107470	307424	1111552	5
2023.03.08	14:00:00	107470	107535	107165	107200	298347	1127269	5
2023.03.08	15:00:00	107200	107320	107040	107165	293418	1138227	5
2023.03.08	16:00:00	107165	107440	107135	107390	266106	1099355	5
2023.03.08	17:00:00	107390	107770	107355	107720	298364	1307408	5
2023.03.08	18:00:00	107720	108000	107710	108000	87794	341902	5
2023.03.09	09:00:00	107650	107970	107260	107275	475412	1379553	5
2023.03.09	10:00:00	107280	107545	107055	107505	920776	2886651	5
2023.03.09	11:00:00	107505	107830	107220	107225	842084	2770825	5
2023.03.09	12:00:00	107230	107565	106760	107315	641686	2299549	5
2023.03.09	13:00:00	107315	107490	107080	107195	399767	1458781	5
2023.03.09	14:00:00	107195	107240	106910	107050	380708	1377088	5
2023.03.09	15:00:00	107045	107365	106835	107340	456191	1655541	5
2023.03.09	16:00:00	107340	107815	107185	107230	478308	1733340	5
2023.03.09	17:00:00	107235	107265	106170	106370	492827	1814025	5
2023.03.09	18:00:00	106370	106390	105850	105905	112297	389059	5
2023.03.10	09:00:00	106025	106150	105605	105640	579880	1661908	5
2023.03.10	10:00:00	105645	106035	105025	105055	1124931	3180325	5
2023.03.10	11:00:00	105055	105430	104630	105330	995598	3108136	5
2023.03.10	12:00:00	105330	105720	105150	105590	718176	2280223	5
2023.03.10	13:00:00	105590	106015	104940	105010	631030	2079085	5
2023.03.10	14:00:00	105015	105270	104885	105030	436331	1444228	5
2023.03.10	15:00:00	105030	105165	104155	104390	507198	1858291	5
2023.03.10	16:00:00	104385	104830	104330	104745	407103	1440385	5
2023.03.10	17:00:00	104745	104800	104420	104455	301816	1180267	5
2023.03.10	18:00:00	104455	104750	104425	104750	83564	279887	5
2023.03.13	09:00:00	104550	104890	103200	103515	1013563	2945099	5
2023.03.13	10:00:00	103515	104085	103135	103900	1173326	3486352	5
2023.03.13	11:00:00	103905	104835	103720	104810	1147143	3435044	5
2023.03.13	12:00:00	104815	104850	104225	104395	734570	2240358	5
2023.03.13	13:00:00	104390	104720	104110	104375	578756	1838392	5
2023.03.13	14:00:00	104375	104925	104120	104785	603816	2025457	5
2023.03.13	15:00:00	104790	104810	104175	104335	527631	1683814	5
2023.03.13	16:00:00	104335	104420	103805	103910	512362	1693889	5
2023.03.13	17:00:00	103910	104230	103855	104230	251273	786137	5
2023.03.14	09:00:00	104650	104770	103750	104135	933091	2694451	5
2023.03.14	10:00:00	104135	104700	104000	104640	1000607	3058442	5
2023.03.14	11:00:00	104640	105145	104285	104305	818490	2685184	5
2023.03.14	12:00:00	104305	104725	104260	104320	479814	1547856	5
2023.03.14	13:00:00	104325	104555	104145	104370	396262	1368345	5
2023.03.14	14:00:00	104370	104485	103860	104080	550237	1859579	5
2023.03.14	15:00:00	104080	104205	103700	103895	496069	1597835	5
2023.03.14	16:00:00	103890	103950	103385	103820	517365	1799711	5
2023.03.14	17:00:00	103820	104080	103715	103940	179534	569554	5
2023.03.15	09:00:00	102700	102900	102065	102360	779162	2220992	5
2023.03.15	10:00:00	102365	102595	101800	101935	1150417	3332150	5
2023.03.15	11:00:00	101940	102300	101485	101865	936835	2830643	5
2023.03.15	12:00:00	101870	102510	101760	102270	599615	1913622	5
2023.03.15	13:00:00	102275	102460	101985	102400	508106	1625355	5
2023.03.15	14:00:00	102405	103265	102395	103245	707248	2271404	5
2023.03.15	15:00:00	103245	103935	102970	103645	685652	2238012	5
2023.03.15	16:00:00	103645	103770	103220	103605	507153	1652073	5
2023.03.15	17:00:00	103610	103890	103490	103650	164363	547801	5
2023.03.16	09:00:00	103590	103870	103420	103635	587873	1665304	5
2023.03.16	10:00:00	103635	104275	103285	104190	1145322	3244480	5
2023.03.16	11:00:00	104190	104300	103220	103920	866041	2687479	5
2023.03.16	12:00:00	103920	104165	103565	104085	583555	1894128	5
2023.03.16	13:00:00	104080	104245	103705	104090	407341	1333159	5
2023.03.16	14:00:00	104095	104735	104095	104655	449201	1502349	5
2023.03.16	15:00:00	104655	104775	104335	104475	357625	1211882	5
2023.03.16	16:00:00	104470	104535	104205	104305	331753	1190869	5
2023.03.16	17:00:00	104305	104590	104165	104380	210341	705580	5
2023.03.17	09:00:00	104275	104335	103600	103685	462661	1396735	5
2023.03.17	10:00:00	103690	103710	102775	102945	751587	2377665	5
2023.03.17	11:00:00	102940	103085	102335	102620	576179	1911089	5
2023.03.17	12:00:00	102615	102990	102470	102910	384580	1339208	5
