<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.01.07	14:00:00	102925	103100	102780	102995	419291	1518506	5
2022.01.07	15:00:00	102995	103385	102930	103150	391972	1513965	5
2022.01.07	16:00:00	103155	103350	103070	103275	294799	1155902	5
2022.01.07	17:00:00	103270	103350	103155	103265	228199	931954	5
2022.01.07	18:00:00	103265	103720	103225	103410	89787	296693	5
2022.01.10	09:00:00	102900	103320	102570	102585	546458	1666941	5
2022.01.10	10:00:00	102585	103100	102455	102995	990532	3448444	5
2022.01.10	11:00:00	102995	103405	102225	102240	1017372	3678055	5
2022.01.10	12:00:00	102240	102245	101750	102125	673602	2540679	5
2022.01.10	13:00:00	102125	102500	102075	102415	530843	1948710	5
2022.01.10	14:00:00	102415	102450	102065	102210	456711	1798691	5
2022.01.10	15:00:00	102205	102535	102180	102470	481303	2032527	5
2022.01.10	16:00:00	102465	102780	102415	102510	449820	1723707	5
2022.01.10	17:00:00	102510	102710	102160	102680	411384	1580026	5
2022.01.10	18:00:00	102680	103315	102645	103315	99800	399597	5
2022.01.11	09:00:00	103400	103620	102655	102685	482818	1506824	5
2022.01.11	10:00:00	102685	103355	102565	103265	1058152	3863617	5
2022.01.11	11:00:00	103265	103450	102880	103400	938824	3477713	5
2022.01.11	12:00:00	103405	103930	103400	103755	727420	2739952	5
2022.01.11	13:00:00	103755	104350	103745	104240	497117	1987566	5
2022.01.11	14:00:00	104235	104290	104100	104245	287983	1155749	5
2022.01.11	15:00:00	104250	104425	104060	104310	375423	1600558	5
2022.01.11	16:00:00	104310	104450	104195	104375	304419	1386934	5
2022.01.11	17:00:00	104370	104650	104250	104590	229248	1094705	5
2022.01.11	18:00:00	104590	104875	104545	104775	78368	341126	5
2022.01.12	09:00:00	104800	104915	104375	104465	643560	2037758	5
2022.01.12	10:00:00	104470	105690	104410	105635	1053266	3727830	5
2022.01.12	11:00:00	105635	106305	105565	106290	822310	2998736	5
2022.01.12	12:00:00	106290	106345	105785	105940	559797	2072970	5
2022.01.12	13:00:00	105940	106210	105695	106125	541986	2093758	5
2022.01.12	14:00:00	106125	106345	105915	106250	411082	1728358	5
2022.01.12	15:00:00	106250	106300	106010	106160	354981	1518396	5
2022.01.12	16:00:00	106165	106525	106065	106475	327487	1605059	5
2022.01.12	17:00:00	106475	106655	106400	106530	270960	1273400	5
2022.01.12	18:00:00	106530	106740	106335	106740	78707	331106	5
2022.01.13	09:00:00	106300	106360	105865	105895	582454	1807058	5
2022.01.13	10:00:00	105895	106275	105650	106040	1060182	3747428	5
2022.01.13	11:00:00	106040	107015	105905	106900	828463	3066551	5
2022.01.13	12:00:00	106900	106905	105940	106255	807044	2875170	5
2022.01.13	13:00:00	106255	106820	106150	106490	559971	2045731	5
2022.01.13	14:00:00	106485	106570	106065	106435	615443	2254421	5
2022.01.13	15:00:00	106435	106885	106255	106800	514774	1965769	5
2022.01.13	16:00:00	106805	106995	106560	106770	373212	1423835	5
2022.01.13	17:00:00	106770	106775	106185	106275	424689	1777234	5
2022.01.13	18:00:00	106270	106305	106115	106300	63350	227108	5
2022.01.14	09:00:00	106135	106460	105930	105945	717905	2244025	5
2022.01.14	10:00:00	105945	106440	105700	105935	1164120	3841225	5
2022.01.14	11:00:00	105930	106840	105800	106755	996005	3465728	5
2022.01.14	12:00:00	106750	107340	106575	107195	747443	2688954	5
2022.01.14	13:00:00	107190	107285	106875	107060	503717	1788885	5
2022.01.14	14:00:00	107065	107165	106760	106870	363731	1382018	5
